TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
DEN,11/28/2015,DEN @ DAL,L,239,81,-11
TOR,11/28/2015,TOR @ WAS,W,240,84,2
DAL,11/28/2015,DAL vs. DEN,W,240,92,11
SAS,11/28/2015,SAS vs. ATL,W,240,108,20
PHI,11/29/2015,PHI @ MEM,L,240,84,-8
DET,11/29/2015,DET @ BKN,L,240,83,-4
NYK,11/29/2015,NYK vs. HOU,L,266,111,-5
MIN,11/29/2015,MIN @ LAC,L,240,99,-8
BOS,11/29/2015,BOS @ ORL,L,240,91,-19
BKN,11/29/2015,BKN vs. DET,W,241,87,4
LAC,11/29/2015,LAC vs. MIN,W,239,107,8
PHX,11/29/2015,PHX @ TOR,W,241,107,5
LAL,11/29/2015,LAL vs. IND,L,240,103,-4
CHA,11/29/2015,CHA vs. MIL,W,240,87,5
HOU,11/29/2015,HOU @ NYK,W,264,116,5
ORL,11/29/2015,ORL vs. BOS,W,238,110,19
MIL,11/29/2015,MIL @ CHA,L,240,82,-5
MEM,11/29/2015,MEM vs. PHI,W,240,92,8
TOR,11/29/2015,TOR vs. PHX,L,240,102,-5
IND,11/29/2015,IND @ LAL,W,239,107,4
SAC,11/30/2015,SAC vs. DAL,W,241,112,14
POR,11/30/2015,POR @ LAC,L,239,87,-15
DEN,11/30/2015,DEN @ MIL,L,241,74,-18
LAC,11/30/2015,LAC vs. POR,W,241,102,15
ATL,11/30/2015,ATL vs. OKC,W,241,106,6
GSW,11/30/2015,GSW @ UTA,W,239,106,3
CHI,11/30/2015,CHI vs. SAS,W,240,92,3
BOS,11/30/2015,BOS @ MIA,W,241,105,10
OKC,11/30/2015,OKC @ ATL,L,240,100,-6
SAS,11/30/2015,SAS @ CHI,L,240,89,-3
UTA,11/30/2015,UTA vs. GSW,L,240,103,-3
HOU,11/30/2015,HOU @ DET,L,240,105,-11
MIA,11/30/2015,MIA vs. BOS,L,240,95,-10
DAL,11/30/2015,DAL @ SAC,L,240,98,-14
DET,11/30/2015,DET vs. HOU,W,242,116,11
MIL,11/30/2015,MIL vs. DEN,W,242,92,18
PHI,12/01/2015,PHI vs. LAL,W,241,103,12
MEM,12/01/2015,MEM @ NOP,W,240,113,9
PHX,12/01/2015,PHX @ BKN,L,241,91,-3
WAS,12/01/2015,WAS @ CLE,W,242,97,12
BKN,12/01/2015,BKN vs. PHX,W,240,94,3
LAL,12/01/2015,LAL @ PHI,L,240,91,-12
ORL,12/01/2015,ORL @ MIN,W,240,96,3
MIN,12/01/2015,MIN vs. ORL,L,240,93,-3
DAL,12/01/2015,DAL @ POR,W,267,115,3
NOP,12/01/2015,NOP vs. MEM,L,240,104,-9
POR,12/01/2015,POR vs. DAL,L,266,112,-3
CLE,12/01/2015,CLE vs. WAS,L,239,85,-12
SAS,12/02/2015,SAS vs. MIL,W,240,95,25
WAS,12/02/2015,WAS vs. LAL,L,240,104,-4
DEN,12/02/2015,DEN @ CHI,L,240,90,-9
CHI,12/02/2015,CHI vs. DEN,W,240,99,9
HOU,12/02/2015,HOU vs. NOP,W,240,108,7
TOR,12/02/2015,TOR @ ATL,W,241,96,10
LAC,12/02/2015,LAC vs. IND,L,238,91,-12
CHA,12/02/2015,CHA vs. GSW,L,240,99,-17
LAL,12/02/2015,LAL @ WAS,W,240,108,4
ATL,12/02/2015,ATL vs. TOR,L,240,86,-10
NYK,12/02/2015,NYK vs. PHI,W,241,99,12
MIL,12/02/2015,MIL @ SAS,L,239,70,-25
NOP,12/02/2015,NOP @ HOU,L,238,101,-7
PHX,12/02/2015,PHX @ DET,L,266,122,-5
DET,12/02/2015,DET vs. PHX,W,265,127,5
PHI,12/02/2015,PHI @ NYK,L,239,87,-12
IND,12/02/2015,IND @ LAC,W,240,103,12
GSW,12/02/2015,GSW @ CHA,W,239,116,17
DEN,12/03/2015,DEN @ TOR,W,240,106,1
UTA,12/03/2015,UTA vs. ORL,L,241,94,-9
ORL,12/03/2015,ORL @ UTA,W,240,103,9
SAC,12/03/2015,SAC vs. BOS,L,240,97,-17
MIA,12/03/2015,MIA vs. OKC,W,240,97,2
POR,12/03/2015,POR vs. IND,W,241,123,12
OKC,12/03/2015,OKC @ MIA,L,238,95,-2
MEM,12/03/2015,MEM vs. SAS,L,240,83,-20
BOS,12/03/2015,BOS @ SAC,W,241,114,17
IND,12/03/2015,IND @ POR,L,240,111,-12
TOR,12/03/2015,TOR vs. DEN,L,240,105,-1
SAS,12/03/2015,SAS @ MEM,W,240,103,20
NYK,12/04/2015,NYK vs. BKN,W,240,108,17
PHX,12/04/2015,PHX @ WAS,L,240,106,-3
CLE,12/04/2015,CLE @ NOP,L,266,108,-6
WAS,12/04/2015,WAS vs. PHX,W,239,109,3
DAL,12/04/2015,DAL vs. HOU,L,239,96,-4
NOP,12/04/2015,NOP vs. CLE,W,265,114,6
DET,12/04/2015,DET vs. MIL,W,239,102,7
LAL,12/04/2015,LAL @ ATL,L,240,87,-13
HOU,12/04/2015,HOU @ DAL,W,240,100,4
ATL,12/04/2015,ATL vs. LAL,W,240,100,13
BKN,12/04/2015,BKN @ NYK,L,243,91,-17
MIL,12/04/2015,MIL @ DET,L,242,95,-7
CHA,12/05/2015,CHA @ CHI,W,241,102,6
NYK,12/05/2015,NYK @ MIL,L,242,91,-15
MIN,12/05/2015,MIN vs. POR,L,240,103,-6
GSW,12/05/2015,GSW @ TOR,W,239,112,3
DEN,12/05/2015,DEN @ PHI,W,240,108,3
LAC,12/05/2015,LAC vs. ORL,W,240,103,2
POR,12/05/2015,POR @ MIN,W,239,109,6
CLE,12/05/2015,CLE @ MIA,L,238,84,-15
SAS,12/05/2015,SAS vs. BOS,W,240,108,3
UTA,12/05/2015,UTA vs. IND,W,265,122,3
TOR,12/05/2015,TOR vs. GSW,L,239,109,-3
ORL,12/05/2015,ORL @ LAC,L,240,101,-2
MIA,12/05/2015,MIA vs. CLE,W,242,99,15
CHI,12/05/2015,CHI vs. CHA,L,240,96,-6
BOS,12/05/2015,BOS @ SAS,L,240,105,-3
PHI,12/05/2015,PHI vs. DEN,L,239,105,-3
SAC,12/05/2015,SAC @ HOU,L,242,113,-7
HOU,12/05/2015,HOU vs. SAC,W,240,120,7
IND,12/05/2015,IND @ UTA,L,266,119,-3
MIL,12/05/2015,MIL vs. NYK,W,240,106,15
DAL,12/06/2015,DAL @ WAS,W,238,116,12
WAS,12/06/2015,WAS vs. DAL,L,240,104,-12
DET,12/06/2015,DET vs. LAL,W,240,111,22
SAC,12/06/2015,SAC @ OKC,L,240,95,-3
MEM,12/06/2015,MEM vs. PHX,W,240,95,2
GSW,12/06/2015,GSW @ BKN,W,241,114,16
LAL,12/06/2015,LAL @ DET,L,240,91,-22
OKC,12/06/2015,OKC vs. SAC,W,241,98,3
PHX,12/06/2015,PHX @ MEM,L,239,93,-2
BKN,12/06/2015,BKN vs. GSW,L,240,98,-16
DET,12/07/2015,DET @ CHA,L,241,84,-20
NYK,12/07/2015,NYK vs. DAL,L,240,97,-7
PHX,12/07/2015,PHX @ CHI,W,240,103,2
WAS,12/07/2015,WAS @ MIA,W,239,114,11
CHI,12/07/2015,CHI vs. PHX,L,240,101,-2
SAS,12/07/2015,SAS @ PHI,W,242,119,51
MIL,12/07/2015,MIL vs. POR,W,240,90,2
DAL,12/07/2015,DAL @ NYK,W,241,104,7
PHI,12/07/2015,PHI vs. SAS,L,242,68,-51
LAL,12/07/2015,LAL @ TOR,L,241,93,-9
NOP,12/07/2015,NOP vs. BOS,L,241,93,-18
LAC,12/07/2015,LAC @ MIN,W,241,110,4
MIA,12/07/2015,MIA vs. WAS,L,240,103,-11
POR,12/07/2015,POR @ MIL,L,239,88,-2
CHA,12/07/2015,CHA vs. DET,W,241,104,20
BOS,12/07/2015,BOS @ NOP,W,240,111,18
TOR,12/07/2015,TOR vs. LAL,W,240,102,9
MIN,12/07/2015,MIN vs. LAC,L,240,106,-4
GSW,12/08/2015,GSW @ IND,W,240,131,8
DEN,12/08/2015,DEN vs. ORL,L,240,74,-11
UTA,12/08/2015,UTA @ SAC,L,240,106,-8
ORL,12/08/2015,ORL @ DEN,W,240,85,11
HOU,12/08/2015,HOU @ BKN,L,240,105,-5
MEM,12/08/2015,MEM vs. OKC,L,240,88,-37
SAC,12/08/2015,SAC vs. UTA,W,239,114,8
BKN,12/08/2015,BKN vs. HOU,W,240,110,5
CLE,12/08/2015,CLE vs. POR,W,240,105,5
OKC,12/08/2015,OKC @ MEM,W,240,125,37
IND,12/08/2015,IND vs. GSW,L,240,123,-8
POR,12/08/2015,POR @ CLE,L,239,100,-5
BOS,12/09/2015,BOS vs. CHI,W,240,105,5
CHA,12/09/2015,CHA vs. MIA,W,241,99,18
DAL,12/09/2015,DAL vs. ATL,L,241,95,-3
LAL,12/09/2015,LAL @ MIN,L,266,122,-1
TOR,12/09/2015,TOR vs. SAS,W,240,97,3
ATL,12/09/2015,ATL @ DAL,W,240,98,3
NYK,12/09/2015,NYK @ UTA,L,241,85,-21
MEM,12/09/2015,MEM @ DET,W,240,93,1
CHI,12/09/2015,CHI @ BOS,L,241,100,-5
HOU,12/09/2015,HOU @ WAS,W,241,109,6
MIA,12/09/2015,MIA @ CHA,L,239,81,-18
PHX,12/09/2015,PHX vs. ORL,W,240,107,3
ORL,12/09/2015,ORL @ PHX,L,241,104,-3
WAS,12/09/2015,WAS vs. HOU,L,238,103,-6
MIN,12/09/2015,MIN vs. LAL,W,265,123,1
SAS,12/09/2015,SAS @ TOR,L,241,94,-3
DET,12/09/2015,DET vs. MEM,L,240,92,-1
LAC,12/09/2015,LAC @ MIL,W,241,109,14
MIL,12/09/2015,MIL vs. LAC,L,239,95,-14
UTA,12/09/2015,UTA vs. NYK,W,239,106,21
NYK,12/10/2015,NYK @ SAC,L,239,97,-2
CHI,12/10/2015,CHI vs. LAC,W,240,83,3
PHI,12/10/2015,PHI @ BKN,L,239,91,-9
SAC,12/10/2015,SAC vs. NYK,W,241,99,2
OKC,12/10/2015,OKC vs. ATL,W,241,107,13
BKN,12/10/2015,BKN vs. PHI,W,240,100,9
ATL,12/10/2015,ATL @ OKC,L,241,94,-13
LAC,12/10/2015,LAC @ CHI,L,239,80,-3
OKC,12/11/2015,OKC @ UTA,W,240,94,4
POR,12/11/2015,POR @ PHX,W,239,106,10
SAS,12/11/2015,SAS vs. LAL,W,238,109,22
UTA,12/11/2015,UTA vs. OKC,L,239,90,-4
CHA,12/11/2015,CHA @ MEM,W,242,123,24
BOS,12/11/2015,BOS vs. GSW,L,290,119,-5
TOR,12/11/2015,TOR vs. MIL,W,240,90,7
LAL,12/11/2015,LAL @ SAS,L,238,87,-22
PHI,12/11/2015,PHI vs. DET,L,240,95,-12
MEM,12/11/2015,MEM vs. CHA,L,240,99,-24
MIL,12/11/2015,MIL @ TOR,L,240,83,-7
WAS,12/11/2015,WAS @ NOP,L,240,105,-2
IND,12/11/2015,IND vs. MIA,W,240,96,13
NOP,12/11/2015,NOP vs. WAS,W,240,107,2
GSW,12/11/2015,GSW @ BOS,W,290,124,5
DEN,12/11/2015,DEN vs. MIN,W,266,111,3
PHX,12/11/2015,PHX vs. POR,L,240,96,-10
CLE,12/11/2015,CLE @ ORL,W,240,111,35
ORL,12/11/2015,ORL vs. CLE,L,240,76,-35
DET,12/11/2015,DET @ PHI,W,240,107,12
MIN,12/11/2015,MIN @ DEN,L,266,108,-3
MIA,12/11/2015,MIA @ IND,L,239,83,-13
NOP,12/12/2015,NOP @ CHI,L,240,94,-4
ATL,12/12/2015,ATL vs. SAS,L,240,78,-25
LAC,12/12/2015,LAC @ BKN,W,240,105,5
CHI,12/12/2015,CHI vs. NOP,W,241,98,4
NYK,12/12/2015,NYK @ POR,W,239,112,2
DET,12/12/2015,DET vs. IND,W,238,118,22
DAL,12/12/2015,DAL vs. WAS,L,240,111,-3
CHA,12/12/2015,CHA vs. BOS,L,241,93,-5
SAS,12/12/2015,SAS @ ATL,W,240,103,25
WAS,12/12/2015,WAS @ DAL,W,239,114,3
HOU,12/12/2015,HOU vs. LAL,W,239,126,29
LAL,12/12/2015,LAL @ HOU,L,240,97,-29
GSW,12/12/2015,GSW @ MIL,L,239,95,-13
MIL,12/12/2015,MIL vs. GSW,W,239,108,13
BOS,12/12/2015,BOS @ CHA,W,240,98,5
POR,12/12/2015,POR vs. NYK,L,238,110,-2
BKN,12/12/2015,BKN vs. LAC,L,241,100,-5
IND,12/12/2015,IND @ DET,L,240,96,-22
UTA,12/13/2015,UTA @ OKC,L,265,98,-6
PHX,12/13/2015,PHX vs. MIN,W,240,108,7
OKC,12/13/2015,OKC vs. UTA,W,264,104,6
MIA,12/13/2015,MIA vs. MEM,W,241,100,3
PHI,12/13/2015,PHI @ TOR,L,240,76,-20
MIN,12/13/2015,MIN @ PHX,L,240,101,-7
TOR,12/13/2015,TOR vs. PHI,W,242,96,20
MEM,12/13/2015,MEM @ MIA,L,240,97,-3
BKN,12/14/2015,BKN vs. ORL,L,238,82,-23
ORL,12/14/2015,ORL @ BKN,W,240,105,23
UTA,12/14/2015,UTA @ SAS,L,239,81,-37
CHI,12/14/2015,CHI vs. PHI,W,239,115,19
WAS,12/14/2015,WAS @ MEM,L,239,95,-17
SAS,12/14/2015,SAS vs. UTA,W,241,118,37
DET,12/14/2015,DET vs. LAC,L,265,103,-2
ATL,12/14/2015,ATL vs. MIA,L,239,88,-12
NOP,12/14/2015,NOP @ POR,L,238,101,-4
IND,12/14/2015,IND vs. TOR,W,240,106,16
DAL,12/14/2015,DAL vs. PHX,W,239,104,10
POR,12/14/2015,POR vs. NOP,W,239,105,4
MEM,12/14/2015,MEM vs. WAS,W,240,112,17
TOR,12/14/2015,TOR @ IND,L,240,90,-16
HOU,12/14/2015,HOU @ DEN,L,241,108,-6
LAC,12/14/2015,LAC @ DET,W,265,105,2
PHX,12/14/2015,PHX @ DAL,L,240,94,-10
PHI,12/14/2015,PHI @ CHI,L,242,96,-19
MIA,12/14/2015,MIA @ ATL,W,240,100,12
DEN,12/14/2015,DEN vs. HOU,W,240,114,6
MIN,12/15/2015,MIN vs. DEN,L,242,100,-12
SAC,12/15/2015,SAC vs. HOU,W,240,107,10
LAL,12/15/2015,LAL vs. MIL,W,241,113,18
CLE,12/15/2015,CLE @ BOS,W,241,89,12
DEN,12/15/2015,DEN @ MIN,W,241,112,12
MIL,12/15/2015,MIL @ LAL,L,241,95,-18
HOU,12/15/2015,HOU @ SAC,L,237,97,-10
BOS,12/15/2015,BOS vs. CLE,L,240,77,-12
MIA,12/16/2015,MIA @ BKN,W,239,104,6
DET,12/16/2015,DET vs. BOS,W,241,119,3
WAS,12/16/2015,WAS @ SAS,L,240,95,-19
POR,12/16/2015,POR @ OKC,L,241,90,-16
UTA,12/16/2015,UTA vs. NOP,L,240,94,-10
NYK,12/16/2015,NYK vs. MIN,W,241,107,5
LAC,12/16/2015,LAC vs. MIL,W,239,103,13
MEM,12/16/2015,MEM @ CHI,L,240,85,-13
PHX,12/16/2015,PHX @ GSW,L,239,103,-25
GSW,12/16/2015,GSW vs. PHX,W,239,128,25
SAS,12/16/2015,SAS vs. WAS,W,240,114,19
MIL,12/16/2015,MIL @ LAC,L,240,90,-13
IND,12/16/2015,IND vs. DAL,W,239,107,26
OKC,12/16/2015,OKC vs. POR,W,241,106,16
CHA,12/16/2015,CHA @ ORL,L,240,98,-15
CHI,12/16/2015,CHI vs. MEM,W,240,98,13
NOP,12/16/2015,NOP @ UTA,W,240,104,10
ORL,12/16/2015,ORL vs. CHA,W,240,113,15
ATL,12/16/2015,ATL vs. PHI,W,242,127,21
BKN,12/16/2015,BKN vs. MIA,L,241,98,-6
PHI,12/16/2015,PHI @ ATL,L,238,106,-21
DAL,12/16/2015,DAL @ IND,L,241,81,-26
BOS,12/16/2015,BOS @ DET,L,241,116,-3
MIN,12/16/2015,MIN @ NYK,L,239,102,-5
CHA,12/17/2015,CHA vs. TOR,W,263,109,10
OKC,12/17/2015,OKC @ CLE,L,239,100,-4
TOR,12/17/2015,TOR @ CHA,L,265,99,-10
HOU,12/17/2015,HOU @ LAL,W,240,107,20
LAL,12/17/2015,LAL vs. HOU,L,239,87,-20
CLE,12/17/2015,CLE vs. OKC,W,241,104,4
GSW,12/18/2015,GSW vs. MIL,W,239,121,9
TOR,12/18/2015,TOR @ MIA,W,240,108,14
NYK,12/18/2015,NYK @ PHI,W,238,107,10
DAL,12/18/2015,DAL vs. MEM,W,240,97,9
BKN,12/18/2015,BKN @ IND,L,242,97,-7
CHI,12/18/2015,CHI vs. DET,L,340,144,-3
NOP,12/18/2015,NOP @ PHX,L,240,88,-16
IND,12/18/2015,IND vs. BKN,W,240,104,7
SAC,12/18/2015,SAC @ MIN,L,241,95,-4
MIL,12/18/2015,MIL @ GSW,L,240,112,-9
MIN,12/18/2015,MIN vs. SAC,W,240,99,4
DET,12/18/2015,DET @ CHI,W,340,147,3
MEM,12/18/2015,MEM @ DAL,L,241,88,-9
LAC,12/18/2015,LAC @ SAS,L,240,107,-8
SAS,12/18/2015,SAS vs. LAC,W,239,115,8
UTA,12/18/2015,UTA vs. DEN,W,239,97,9
ORL,12/18/2015,ORL vs. POR,W,240,102,8
ATL,12/18/2015,ATL @ BOS,W,240,109,8
PHX,12/18/2015,PHX vs. NOP,W,241,104,16
DEN,12/18/2015,DEN @ UTA,L,240,88,-9
PHI,12/18/2015,PHI vs. NYK,L,240,97,-10
BOS,12/18/2015,BOS vs. ATL,L,240,101,-8
MIA,12/18/2015,MIA vs. TOR,L,238,94,-14
POR,12/18/2015,POR @ ORL,L,240,94,-8
WAS,12/19/2015,WAS vs. CHA,W,239,109,8
LAC,12/19/2015,LAC @ HOU,L,239,97,-10
IND,12/19/2015,IND @ MEM,L,241,84,-12
CHA,12/19/2015,CHA @ WAS,L,241,101,-8
OKC,12/19/2015,OKC vs. LAL,W,242,118,40
MEM,12/19/2015,MEM vs. IND,W,238,96,12
LAL,12/19/2015,LAL @ OKC,L,240,78,-40
CHI,12/19/2015,CHI @ NYK,L,241,91,-16
HOU,12/19/2015,HOU vs. LAC,W,239,107,10
NYK,12/19/2015,NYK vs. CHI,W,239,107,16
POR,12/20/2015,POR @ MIA,L,239,109,-7
BKN,12/20/2015,BKN vs. MIN,L,240,85,-15
ATL,12/20/2015,ATL @ ORL,W,240,103,3
DEN,12/20/2015,DEN vs. NOP,L,240,125,-5
CLE,12/20/2015,CLE vs. PHI,W,242,108,22
ORL,12/20/2015,ORL vs. ATL,L,241,100,-3
PHI,12/20/2015,PHI @ CLE,L,240,86,-22
MIL,12/20/2015,MIL @ PHX,W,240,101,6
MIN,12/20/2015,MIN @ BKN,W,240,100,15
MIA,12/20/2015,MIA vs. POR,W,240,116,7
NOP,12/20/2015,NOP @ DEN,W,242,130,5
SAC,12/20/2015,SAC @ TOR,W,241,104,10
PHX,12/20/2015,PHX vs. MIL,L,241,95,-6
TOR,12/20/2015,TOR vs. SAC,L,240,94,-10
MIN,12/21/2015,MIN @ BOS,L,241,99,-14
LAC,12/21/2015,LAC vs. OKC,L,240,99,-1
WAS,12/21/2015,WAS vs. SAC,W,240,113,14
CHI,12/21/2015,CHI vs. BKN,L,240,102,-3
CHA,12/21/2015,CHA @ HOU,L,240,95,-7
HOU,12/21/2015,HOU vs. CHA,W,241,102,7
UTA,12/21/2015,UTA vs. PHX,W,241,110,21
SAS,12/21/2015,SAS vs. IND,W,240,106,14
BKN,12/21/2015,BKN @ CHI,W,239,105,3
POR,12/21/2015,POR @ ATL,L,241,97,-9
PHX,12/21/2015,PHX @ UTA,L,240,89,-21
NYK,12/21/2015,NYK vs. ORL,L,240,99,-8
IND,12/21/2015,IND @ SAS,L,241,92,-14
ORL,12/21/2015,ORL @ NYK,W,241,107,8
OKC,12/21/2015,OKC @ LAC,W,240,100,1
ATL,12/21/2015,ATL vs. POR,W,240,106,9
SAC,12/21/2015,SAC @ WAS,L,240,99,-14
BOS,12/21/2015,BOS vs. MIN,W,239,113,14
LAL,12/22/2015,LAL @ DEN,W,239,111,4
TOR,12/22/2015,TOR vs. DAL,W,241,103,4
DAL,12/22/2015,DAL @ TOR,L,238,99,-4
MIA,12/22/2015,MIA vs. DET,L,240,92,-1
DET,12/22/2015,DET @ MIA,W,240,93,1
MEM,12/22/2015,MEM @ PHI,W,241,104,14
PHI,12/22/2015,PHI vs. MEM,L,243,90,-14
DEN,12/22/2015,DEN vs. LAL,L,239,107,-4
UTA,12/23/2015,UTA @ GSW,L,239,85,-18
CHA,12/23/2015,CHA vs. BOS,L,240,89,-13
DET,12/23/2015,DET @ ATL,L,241,100,-7
CLE,12/23/2015,CLE vs. NYK,W,241,91,7
DAL,12/23/2015,DAL @ BKN,W,263,119,1
NOP,12/23/2015,NOP vs. POR,W,241,115,26
WAS,12/23/2015,WAS vs. MEM,W,239,100,9
LAL,12/23/2015,LAL vs. OKC,L,241,85,-35
DEN,12/23/2015,DEN @ PHX,W,241,104,8
GSW,12/23/2015,GSW vs. UTA,W,240,103,18
ORL,12/23/2015,ORL vs. HOU,W,239,104,3
NYK,12/23/2015,NYK @ CLE,L,241,84,-7
BKN,12/23/2015,BKN vs. DAL,L,264,118,-1
BOS,12/23/2015,BOS @ CHA,W,240,102,13
SAC,12/23/2015,SAC @ IND,W,241,108,2
PHX,12/23/2015,PHX vs. DEN,L,241,96,-8
OKC,12/23/2015,OKC @ LAL,W,241,120,35
HOU,12/23/2015,HOU @ ORL,L,241,101,-3
ATL,12/23/2015,ATL vs. DET,W,240,107,6.8
IND,12/23/2015,IND vs. SAC,L,240,106,-2
PHI,12/23/2015,PHI @ MIL,L,239,100,-13
SAS,12/23/2015,SAS @ MIN,W,241,108,25
MIL,12/23/2015,MIL vs. PHI,W,240,113,13
POR,12/23/2015,POR @ NOP,L,239,89,-26
MIN,12/23/2015,MIN vs. SAS,L,240,83,-25
MEM,12/23/2015,MEM @ WAS,L,242,91,-9
HOU,12/25/2015,HOU vs. SAS,W,240,88,4
NOP,12/25/2015,NOP @ MIA,L,264,88,-6
MIA,12/25/2015,MIA vs. NOP,W,265,94,6
LAL,12/25/2015,LAL vs. LAC,L,241,84,-10
GSW,12/25/2015,GSW vs. CLE,W,240,89,6
OKC,12/25/2015,OKC vs. CHI,L,240,96,-9
SAS,12/25/2015,SAS @ HOU,L,240,84,-4
CLE,12/25/2015,CLE @ GSW,L,241,83,-6
LAC,12/25/2015,LAC @ LAL,W,240,94,10
CHI,12/25/2015,CHI @ OKC,W,240,105,9
ATL,12/26/2015,ATL vs. NYK,W,240,117,19
BOS,12/26/2015,BOS @ DET,W,239,99,6
NOP,12/26/2015,NOP vs. HOU,W,241,110,2
MIN,12/26/2015,MIN vs. IND,L,240,88,-14
NYK,12/26/2015,NYK @ ATL,L,239,98,-19
HOU,12/26/2015,HOU @ NOP,L,241,108,-2
LAC,12/26/2015,LAC @ UTA,W,240,109,5
ORL,12/26/2015,ORL vs. MIA,L,239,101,-7
DEN,12/26/2015,DEN @ SAS,L,240,86,-15
CLE,12/26/2015,CLE @ POR,L,240,76,-29
MIA,12/26/2015,MIA @ ORL,W,240,108,7
DET,12/26/2015,DET vs. BOS,L,240,93,-6
MEM,12/26/2015,MEM @ CHA,L,239,92,-6
BKN,12/26/2015,BKN vs. WAS,L,240,96,-15
POR,12/26/2015,POR vs. CLE,W,239,105,29
IND,12/26/2015,IND @ MIN,W,241,102,14
CHI,12/26/2015,CHI @ DAL,L,240,111,-7
DAL,12/26/2015,DAL vs. CHI,W,241,118,7
PHX,12/26/2015,PHX vs. PHI,L,240,104,-7
SAS,12/26/2015,SAS vs. DEN,W,240,101,15
UTA,12/26/2015,UTA vs. LAC,L,241,104,-5
CHA,12/26/2015,CHA vs. MEM,W,241,98,6
PHI,12/26/2015,PHI @ PHX,W,240,111,7
MIL,12/26/2015,MIL vs. TOR,L,240,90,-21
WAS,12/26/2015,WAS @ BKN,W,240,111,15
TOR,12/26/2015,TOR @ MIL,W,239,111,21
DEN,12/27/2015,DEN @ OKC,L,241,112,-10
LAL,12/27/2015,LAL @ MEM,L,240,96,-16
MEM,12/27/2015,MEM vs. LAL,W,240,112,16
OKC,12/27/2015,OKC vs. DEN,W,240,122,10
BOS,12/27/2015,BOS vs. NYK,W,239,100,9
NYK,12/27/2015,NYK @ BOS,L,240,91,-9
POR,12/27/2015,POR @ SAC,W,240,98,4
SAC,12/27/2015,SAC vs. POR,L,240,94,-4
UTA,12/28/2015,UTA vs. PHI,W,240,95,4
PHI,12/28/2015,PHI @ UTA,L,239,91,-4
SAS,12/28/2015,SAS vs. MIN,W,240,101,6
BKN,12/28/2015,BKN @ MIA,W,240,111,6
LAC,12/28/2015,LAC @ WAS,W,240,108,17
ORL,12/28/2015,ORL vs. NOP,W,241,104,15
PHX,12/28/2015,PHX vs. CLE,L,240,97,-4
MIL,12/28/2015,MIL @ DAL,L,240,93,-10
NOP,12/28/2015,NOP @ ORL,L,240,89,-15
MIA,12/28/2015,MIA vs. BKN,L,239,105,-6
DAL,12/28/2015,DAL vs. MIL,W,242,103,10
TOR,12/28/2015,TOR @ CHI,L,240,97,-7
GSW,12/28/2015,GSW vs. SAC,W,239,122,19
CLE,12/28/2015,CLE @ PHX,W,239,101,4
CHA,12/28/2015,CHA vs. LAL,W,240,108,10
LAL,12/28/2015,LAL @ CHA,L,240,98,-10
WAS,12/28/2015,WAS vs. LAC,L,239,91,-17
MIN,12/28/2015,MIN @ SAS,L,241,95,-6
ATL,12/28/2015,ATL @ IND,L,241,87,-6
CHI,12/28/2015,CHI vs. TOR,W,240,104,7
IND,12/28/2015,IND vs. ATL,W,240,93,6
SAC,12/28/2015,SAC @ GSW,L,240,103,-19
HOU,12/29/2015,HOU vs. ATL,L,238,115,-6
MIL,12/29/2015,MIL @ OKC,L,241,123,-8
DEN,12/29/2015,DEN vs. CLE,L,239,87,-6
ATL,12/29/2015,ATL @ HOU,W,240,121,6
CLE,12/29/2015,CLE @ DEN,W,240,93,6
DET,12/29/2015,DET @ NYK,L,240,96,-12
MEM,12/29/2015,MEM vs. MIA,W,264,99,9
NYK,12/29/2015,NYK vs. DET,W,239,108,12
OKC,12/29/2015,OKC vs. MIL,W,241,131,8
MIA,12/29/2015,MIA @ MEM,L,266,90,-9
TOR,12/30/2015,TOR vs. WAS,W,240,94,3
PHI,12/30/2015,PHI @ SAC,W,240,110,5
SAC,12/30/2015,SAC vs. PHI,L,240,105,-5
DAL,12/30/2015,DAL vs. GSW,W,237,114,23
CHA,12/30/2015,CHA vs. LAC,L,240,117,-5
PHX,12/30/2015,PHX @ SAS,L,241,79,-33
UTA,12/30/2015,UTA @ MIN,L,241,80,-14
ORL,12/30/2015,ORL vs. BKN,W,239,100,7
DEN,12/30/2015,DEN @ POR,L,241,103,-7
BOS,12/30/2015,BOS vs. LAL,L,240,104,-8
LAL,12/30/2015,LAL @ BOS,W,240,112,8
BKN,12/30/2015,BKN @ ORL,L,239,93,-7
IND,12/30/2015,IND @ CHI,L,264,100,-2
MIN,12/30/2015,MIN vs. UTA,W,242,94,14
POR,12/30/2015,POR vs. DEN,W,240,110,7
GSW,12/30/2015,GSW @ DAL,L,240,91,-23
LAC,12/30/2015,LAC @ CHA,W,240,122,5
WAS,12/30/2015,WAS @ TOR,L,241,91,-3
CHI,12/30/2015,CHI vs. IND,W,265,102,2
SAS,12/30/2015,SAS vs. PHX,W,240,112,33
NOP,12/31/2015,NOP vs. LAC,L,240,89,-6
GSW,12/31/2015,GSW @ HOU,W,240,114,4
HOU,12/31/2015,HOU vs. GSW,L,240,110,-4
PHX,12/31/2015,PHX @ OKC,L,241,106,-4
DET,12/31/2015,DET vs. MIN,W,240,115,25
OKC,12/31/2015,OKC vs. PHX,W,240,110,4
