TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
MIN,01/27/2018,MIN vs. BKN,W,239,111,14
BKN,01/27/2018,BKN @ MIN,L,240,97,-14
MIA,01/27/2018,MIA vs. CHA,W,239,95,4
DAL,01/27/2018,DAL @ DEN,L,239,89,-2
SAS,01/28/2018,SAS vs. SAC,W,240,113,15
NOP,01/28/2018,NOP vs. LAC,L,239,103,-9
PHX,01/28/2018,PHX @ HOU,L,240,102,-11
LAL,01/28/2018,LAL @ TOR,L,242,111,-12
PHI,01/28/2018,PHI @ OKC,L,240,112,-10
CHI,01/28/2018,CHI vs. MIL,L,242,96,-14
HOU,01/28/2018,HOU vs. PHX,W,240,113,11
SAC,01/28/2018,SAC @ SAS,L,240,98,-15
CLE,01/28/2018,CLE vs. DET,W,241,121,17
OKC,01/28/2018,OKC vs. PHI,W,242,122,10
LAC,01/28/2018,LAC @ NOP,W,239,112,9
TOR,01/28/2018,TOR vs. LAL,W,240,123,12
DET,01/28/2018,DET @ CLE,L,240,104,-17
MIL,01/28/2018,MIL @ CHI,W,242,110,15
DEN,01/29/2018,DEN vs. BOS,L,240,110,-1
MIN,01/29/2018,MIN @ ATL,L,240,100,-5
MEM,01/29/2018,MEM vs. PHX,W,241,120,11
MIL,01/29/2018,MIL vs. PHI,W,240,107,12
DAL,01/29/2018,DAL vs. MIA,L,239,88,-7
CHA,01/29/2018,CHA @ IND,L,240,96,-9
ATL,01/29/2018,ATL vs. MIN,W,240,105,5
MIA,01/29/2018,MIA @ DAL,W,240,95,7
IND,01/29/2018,IND vs. CHA,W,241,105,9
BOS,01/29/2018,BOS @ DEN,W,240,111,1
PHI,01/29/2018,PHI @ MIL,L,239,95,-12
PHX,01/29/2018,PHX @ MEM,L,239,109,-11
GSW,01/30/2018,GSW @ UTA,L,242,99,-30
SAC,01/30/2018,SAC @ NOP,W,240,114,11
NOP,01/30/2018,NOP vs. SAC,L,239,103,-11
NYK,01/30/2018,NYK vs. BKN,W,240,111,16
CLE,01/30/2018,CLE @ DET,L,241,114,-11
MIN,01/30/2018,MIN @ TOR,L,239,104,-5
SAS,01/30/2018,SAS vs. DEN,W,241,106,2
OKC,01/30/2018,OKC @ WAS,L,241,96,-6
UTA,01/30/2018,UTA vs. GSW,W,241,129,30
POR,01/30/2018,POR @ LAC,W,241,104,8
DEN,01/30/2018,DEN @ SAS,L,241,104,-2
WAS,01/30/2018,WAS vs. OKC,W,239,102,7
ORL,01/30/2018,ORL @ HOU,L,241,107,-7
HOU,01/30/2018,HOU vs. ORL,W,239,114,7
LAC,01/30/2018,LAC vs. POR,L,239,96,-8
TOR,01/30/2018,TOR vs. MIN,W,241,109,5
DET,01/30/2018,DET vs. CLE,W,241,125,11
BKN,01/30/2018,BKN @ NYK,L,240,95,-16
NYK,01/31/2018,NYK @ BOS,L,239,73,-27
LAL,01/31/2018,LAL @ ORL,L,240,105,-22
BKN,01/31/2018,BKN vs. PHI,W,239,116,8
PHX,01/31/2018,PHX vs. DAL,W,240,102,14
PHI,01/31/2018,PHI @ BKN,L,240,108,-8
DAL,01/31/2018,DAL @ PHX,L,241,88,-14
IND,01/31/2018,IND vs. MEM,W,240,105,4
BOS,01/31/2018,BOS vs. NYK,W,240,103,30
CLE,01/31/2018,CLE vs. MIA,W,240,91,2
CHA,01/31/2018,CHA @ ATL,W,242,123,13
ATL,01/31/2018,ATL vs. CHA,L,242,110,-13
MEM,01/31/2018,MEM @ IND,L,242,101,-4
CHI,01/31/2018,CHI @ POR,L,239,108,-16
MIA,01/31/2018,MIA @ CLE,L,239,89,-2
ORL,01/31/2018,ORL vs. LAL,W,240,127,22
POR,01/31/2018,POR vs. CHI,W,240,124,16
DET,02/01/2018,DET vs. MEM,W,239,104,2
HOU,02/01/2018,HOU @ SAS,W,240,102,11
TOR,02/01/2018,TOR @ WAS,L,240,119,-3
MIL,02/01/2018,MIL @ MIN,L,242,89,-19
DEN,02/01/2018,DEN vs. OKC,W,241,127,3
MEM,02/01/2018,MEM @ DET,L,240,102,-2
SAS,02/01/2018,SAS vs. HOU,L,240,91,-11
WAS,02/01/2018,WAS vs. TOR,W,240,122,3
MIN,02/01/2018,MIN vs. MIL,W,240,108,19
OKC,02/01/2018,OKC @ DEN,L,240,124,-3
IND,02/02/2018,IND @ CHA,L,240,126,-7
LAL,02/02/2018,LAL @ BKN,W,241,102,3
BKN,02/02/2018,BKN vs. LAL,L,240,99,-3
NOP,02/02/2018,NOP @ OKC,W,240,114,14
OKC,02/02/2018,OKC vs. NOP,L,241,100,-14
MIL,02/02/2018,MIL vs. NYK,W,239,92,2
PHX,02/02/2018,PHX vs. UTA,L,238,97,-32
ATL,02/02/2018,ATL @ BOS,L,242,110,-9
NYK,02/02/2018,NYK @ MIL,L,241,90,-2
TOR,02/02/2018,TOR vs. POR,W,239,130,25
PHI,02/02/2018,PHI vs. MIA,W,240,103,6
POR,02/02/2018,POR @ TOR,L,239,105,-25
MIA,02/02/2018,MIA @ PHI,L,240,97,-6
CHA,02/02/2018,CHA vs. IND,W,241,133,7
BOS,02/02/2018,BOS vs. ATL,W,241,119,9
UTA,02/02/2018,UTA @ PHX,W,240,129,32
GSW,02/02/2018,GSW @ SAC,W,241,119,15
SAC,02/02/2018,SAC vs. GSW,L,241,104,-15
SAS,02/03/2018,SAS vs. UTA,L,241,111,-9
SAC,02/03/2018,SAC vs. DAL,L,241,99,-7
CLE,02/03/2018,CLE vs. HOU,L,239,88,-32
HOU,02/03/2018,HOU @ CLE,W,238,120,32
DAL,02/03/2018,DAL @ SAC,W,240,106,7
WAS,02/03/2018,WAS @ ORL,W,242,115,17
DEN,02/03/2018,DEN vs. GSW,W,240,115,7
UTA,02/03/2018,UTA @ SAS,W,240,120,9
ORL,02/03/2018,ORL vs. WAS,L,241,98,-17
NOP,02/03/2018,NOP @ MIN,L,239,107,-11
MIA,02/03/2018,MIA @ DET,L,240,107,-4
MIN,02/03/2018,MIN vs. NOP,W,241,118,11
DET,02/03/2018,DET vs. MIA,W,240,111,4
GSW,02/03/2018,GSW @ DEN,L,239,108,-7
CHI,02/03/2018,CHI @ LAC,L,240,103,-10
PHI,02/03/2018,PHI @ IND,L,241,92,-8
IND,02/03/2018,IND vs. PHI,W,241,100,8
LAC,02/03/2018,LAC vs. CHI,W,240,113,10
TOR,02/04/2018,TOR vs. MEM,W,240,101,15
MEM,02/04/2018,MEM @ TOR,L,241,86,-15
BOS,02/04/2018,BOS vs. POR,W,239,97,1
OKC,02/04/2018,OKC vs. LAL,L,240,104,-4
MIL,02/04/2018,MIL @ BKN,W,239,109,15
POR,02/04/2018,POR @ BOS,L,240,96,-1
CHA,02/04/2018,CHA @ PHX,W,239,115,5
LAL,02/04/2018,LAL @ OKC,W,240,108,4
PHX,02/04/2018,PHX vs. CHA,L,241,110,-5
BKN,02/04/2018,BKN vs. MIL,L,240,94,-15
ATL,02/04/2018,ATL @ NYK,W,239,99,3
NYK,02/04/2018,NYK vs. ATL,L,241,96,-3
CHI,02/05/2018,CHI @ SAC,L,240,98,-6
CHA,02/05/2018,CHA @ DEN,L,239,104,-17
ORL,02/05/2018,ORL @ MIA,W,241,111,2
MIA,02/05/2018,MIA vs. ORL,L,240,109,-2
DET,02/05/2018,DET vs. POR,W,242,111,20
IND,02/05/2018,IND vs. WAS,L,241,102,-9
NOP,02/05/2018,NOP vs. UTA,L,242,109,-24
POR,02/05/2018,POR @ DET,L,239,91,-20
SAC,02/05/2018,SAC vs. CHI,W,242,104,6
DAL,02/05/2018,DAL @ LAC,L,239,101,-3
LAC,02/05/2018,LAC vs. DAL,W,240,104,3
WAS,02/05/2018,WAS @ IND,W,239,111,9
UTA,02/05/2018,UTA @ NOP,W,240,133,24
DEN,02/05/2018,DEN vs. CHA,W,240,121,17
MEM,02/06/2018,MEM @ ATL,L,241,82,-26
PHX,02/06/2018,PHX @ LAL,L,239,93,-19
WAS,02/06/2018,WAS @ PHI,L,240,102,-13
NYK,02/06/2018,NYK vs. MIL,L,240,89,-14
PHI,02/06/2018,PHI vs. WAS,W,240,115,13
LAL,02/06/2018,LAL vs. PHX,W,239,112,19
TOR,02/06/2018,TOR vs. BOS,W,240,111,20
MIL,02/06/2018,MIL @ NYK,W,240,103,18
OKC,02/06/2018,OKC @ GSW,W,240,125,20
ORL,02/06/2018,ORL vs. CLE,W,239,116,18
CLE,02/06/2018,CLE @ ORL,L,242,98,-18
ATL,02/06/2018,ATL vs. MEM,W,241,108,26
BKN,02/06/2018,BKN vs. HOU,L,239,113,-10
GSW,02/06/2018,GSW vs. OKC,L,238,105,-20
BOS,02/06/2018,BOS @ TOR,L,240,91,-20
HOU,02/06/2018,HOU @ BKN,W,241,123,10
UTA,02/07/2018,UTA @ MEM,W,240,92,4
HOU,02/07/2018,HOU @ MIA,W,240,109,8
BKN,02/07/2018,BKN @ DET,L,241,106,-9
MIA,02/07/2018,MIA vs. HOU,L,239,101,-8
DET,02/07/2018,DET vs. BKN,W,241,115,9
MIN,02/07/2018,MIN @ CLE,L,264,138,-2
SAS,02/07/2018,SAS @ PHX,W,239,129,48
PHX,02/07/2018,PHX vs. SAS,L,241,81,-48
CLE,02/07/2018,CLE vs. MIN,W,264,140,2
MEM,02/07/2018,MEM vs. UTA,L,240,88,-4
ATL,02/08/2018,ATL @ ORL,L,240,98,-2
POR,02/08/2018,POR vs. CHA,W,266,109,6
GSW,02/08/2018,GSW vs. DAL,W,240,121,18
LAL,02/08/2018,LAL vs. OKC,W,238,106,25
CHA,02/08/2018,CHA @ POR,L,265,103,-6
DAL,02/08/2018,DAL @ GSW,L,240,103,-18
OKC,02/08/2018,OKC @ LAL,L,240,81,-25
NYK,02/08/2018,NYK @ TOR,L,240,88,-25
WAS,02/08/2018,WAS vs. BOS,L,265,104,-6
ORL,02/08/2018,ORL vs. ATL,W,239,100,2
TOR,02/08/2018,TOR vs. NYK,W,241,113,25
BOS,02/08/2018,BOS @ WAS,W,265,110,6
MIA,02/09/2018,MIA vs. MIL,W,239,91,6
SAC,02/09/2018,SAC vs. POR,L,241,100,-18
POR,02/09/2018,POR @ SAC,W,238,118,18
MIL,02/09/2018,MIL @ MIA,L,241,85,-6
CHI,02/09/2018,CHI vs. MIN,W,242,114,1
CLE,02/09/2018,CLE @ ATL,W,240,123,16
ATL,02/09/2018,ATL vs. CLE,L,238,107,-16
UTA,02/09/2018,UTA vs. CHA,W,241,106,12
LAC,02/09/2018,LAC @ DET,W,240,108,13
DET,02/09/2018,DET vs. LAC,L,240,95,-13
DEN,02/09/2018,DEN @ HOU,L,240,104,-26
NOP,02/09/2018,NOP @ PHI,L,238,82,-18
BOS,02/09/2018,BOS vs. IND,L,239,91,-6
HOU,02/09/2018,HOU vs. DEN,W,240,130,26
PHI,02/09/2018,PHI vs. NOP,W,239,100,18
CHA,02/09/2018,CHA @ UTA,L,241,94,-12
MIN,02/09/2018,MIN @ CHI,L,241,113,-1
IND,02/09/2018,IND @ BOS,W,240,97,6
DEN,02/10/2018,DEN @ PHX,W,239,123,7
PHX,02/10/2018,PHX vs. DEN,L,240,113,-10
MIL,02/10/2018,MIL @ ORL,W,240,111,7
PHI,02/10/2018,PHI vs. LAC,W,240,112,14
CHI,02/10/2018,CHI vs. WAS,L,241,90,-11
SAS,02/10/2018,SAS @ GSW,L,239,105,-17
LAC,02/10/2018,LAC @ PHI,L,240,98,-14
BKN,02/10/2018,BKN vs. NOP,L,290,128,-10
WAS,02/10/2018,WAS @ CHI,W,242,101,15
GSW,02/10/2018,GSW vs. SAS,W,240,122,17
ORL,02/10/2018,ORL vs. MIL,L,239,104,-7
DAL,02/10/2018,DAL vs. LAL,W,240,130,7
LAL,02/10/2018,LAL @ DAL,L,241,123,-7
NOP,02/10/2018,NOP @ BKN,W,291,138,10
UTA,02/11/2018,UTA @ POR,W,241,115,19
MEM,02/11/2018,MEM @ OKC,L,240,92,-18
CHA,02/11/2018,CHA vs. TOR,L,240,103,-20
IND,02/11/2018,IND vs. NYK,W,240,121,8
TOR,02/11/2018,TOR @ CHA,W,239,123,20
BOS,02/11/2018,BOS vs. CLE,L,239,99,-22
CLE,02/11/2018,CLE @ BOS,W,241,121,22
ATL,02/11/2018,ATL vs. DET,W,241,118,3
DET,02/11/2018,DET @ ATL,L,241,115,-3
DAL,02/11/2018,DAL @ HOU,L,241,97,-7
MIN,02/11/2018,MIN vs. SAC,W,240,111,5
OKC,02/11/2018,OKC vs. MEM,W,240,110,18
HOU,02/11/2018,HOU vs. DAL,W,239,104,7
POR,02/11/2018,POR vs. UTA,L,241,96,-19
NYK,02/11/2018,NYK @ IND,L,241,113,-8
SAC,02/11/2018,SAC @ MIN,L,241,106,-5
UTA,02/12/2018,UTA vs. SAS,W,240,101,2
NOP,02/12/2018,NOP @ DET,W,242,118,15
PHX,02/12/2018,PHX @ GSW,L,240,83,-46
GSW,02/12/2018,GSW vs. PHX,W,243,129,46
NYK,02/12/2018,NYK @ PHI,L,238,92,-16
ORL,02/12/2018,ORL @ CHI,L,241,101,-4
SAS,02/12/2018,SAS @ UTA,L,240,99,-2
BKN,02/12/2018,BKN vs. LAC,L,240,101,-13
PHI,02/12/2018,PHI vs. NYK,W,240,108,16
LAC,02/12/2018,LAC @ BKN,W,241,114,13
DET,02/12/2018,DET vs. NOP,L,239,103,-15
CHI,02/12/2018,CHI vs. ORL,W,240,105,4
SAS,02/13/2018,SAS @ DEN,L,240,109,-8
TOR,02/13/2018,TOR vs. MIA,W,240,115,3
MIL,02/13/2018,MIL vs. ATL,W,240,97,5
CLE,02/13/2018,CLE @ OKC,W,241,120,8
MIN,02/13/2018,MIN vs. HOU,L,240,108,-18
HOU,02/13/2018,HOU @ MIN,W,241,126,18
SAC,02/13/2018,SAC @ DAL,W,240,114,5
DEN,02/13/2018,DEN vs. SAS,W,240,117,8
DAL,02/13/2018,DAL vs. SAC,L,240,109,-5
ATL,02/13/2018,ATL @ MIL,L,240,92,-5
OKC,02/13/2018,OKC vs. CLE,L,240,112,-8
MIA,02/13/2018,MIA @ TOR,L,240,112,-3
HOU,02/14/2018,HOU vs. SAC,W,241,100,9
CHA,02/14/2018,CHA @ ORL,W,241,104,2
LAC,02/14/2018,LAC @ BOS,W,241,129,10
BOS,02/14/2018,BOS vs. LAC,L,241,119,-10
ATL,02/14/2018,ATL @ DET,L,239,98,-6
WAS,02/14/2018,WAS @ NYK,W,239,118,5
PHX,02/14/2018,PHX @ UTA,L,241,97,-10
GSW,02/14/2018,GSW @ POR,L,240,117,-6
NYK,02/14/2018,NYK vs. WAS,L,240,113,-5
PHI,02/14/2018,PHI vs. MIA,W,240,104,2
ORL,02/14/2018,ORL vs. CHA,L,241,102,-2
SAC,02/14/2018,SAC @ HOU,L,238,91,-9
MEM,02/14/2018,MEM vs. OKC,L,241,114,-7
UTA,02/14/2018,UTA vs. PHX,W,240,107,10
POR,02/14/2018,POR vs. GSW,W,240,123,6
IND,02/14/2018,IND @ BKN,W,239,108,5
NOP,02/14/2018,NOP vs. LAL,W,239,139,22
BKN,02/14/2018,BKN vs. IND,L,240,103,-5
CHI,02/14/2018,CHI vs. TOR,L,241,98,-24
OKC,02/14/2018,OKC @ MEM,W,239,121,7
TOR,02/14/2018,TOR @ CHI,W,240,122,24
MIA,02/14/2018,MIA @ PHI,L,241,102,-2
DET,02/14/2018,DET vs. ATL,W,240,104,6
LAL,02/14/2018,LAL @ NOP,L,240,117,-22
DEN,02/15/2018,DEN @ MIL,W,240,134,11
MIL,02/15/2018,MIL vs. DEN,L,241,123,-11
MIN,02/15/2018,MIN vs. LAL,W,240,119,8
LAL,02/15/2018,LAL @ MIN,L,240,111,-8
GSW,02/22/2018,GSW vs. LAC,W,239,134,7
PHI,02/22/2018,PHI @ CHI,W,240,116,1
OKC,02/22/2018,OKC @ SAC,W,239,110,6
NYK,02/22/2018,NYK @ ORL,W,241,120,7
SAC,02/22/2018,SAC vs. OKC,L,240,107,-6
CLE,02/22/2018,CLE vs. WAS,L,241,103,-7
ORL,02/22/2018,ORL vs. NYK,L,240,113,-7
CHA,02/22/2018,CHA vs. BKN,W,240,111,15
BKN,02/22/2018,BKN @ CHA,L,239,96,-15
CHI,02/22/2018,CHI vs. PHI,L,241,115,-1
WAS,02/22/2018,WAS @ CLE,W,239,110,7
LAC,02/22/2018,LAC @ GSW,L,240,127,-7
ATL,02/23/2018,ATL @ IND,L,239,93,-23
MIA,02/23/2018,MIA @ NOP,L,264,123,-2
TOR,02/23/2018,TOR vs. MIL,L,265,119,-3
WAS,02/23/2018,WAS vs. CHA,L,240,105,-17
MIN,02/23/2018,MIN @ HOU,L,239,102,-18
POR,02/23/2018,POR @ UTA,W,241,100,19
BOS,02/23/2018,BOS @ DET,W,241,110,12
NOP,02/23/2018,NOP vs. MIA,W,265,124,1
UTA,02/23/2018,UTA vs. POR,L,241,81,-19
CLE,02/23/2018,CLE @ MEM,W,239,112,23
SAS,02/23/2018,SAS @ DEN,L,238,119,-3
CHA,02/23/2018,CHA @ WAS,W,240,122,17
HOU,02/23/2018,HOU vs. MIN,W,241,120,18
IND,02/23/2018,IND vs. ATL,W,239,116,23
MEM,02/23/2018,MEM vs. CLE,L,240,89,-23
PHX,02/23/2018,PHX vs. LAC,L,240,117,-11
DET,02/23/2018,DET vs. BOS,L,240,98,-12
DEN,02/23/2018,DEN vs. SAS,W,240,122,3
LAL,02/23/2018,LAL vs. DAL,W,239,124,22
DAL,02/23/2018,DAL @ LAL,L,238,102,-22
MIL,02/23/2018,MIL @ TOR,W,265,122,3
LAC,02/23/2018,LAC @ PHX,W,240,128,11
PHI,02/24/2018,PHI vs. ORL,W,240,116,11
MIA,02/24/2018,MIA vs. MEM,W,240,115,26
GSW,02/24/2018,GSW vs. OKC,W,239,112,32
LAL,02/24/2018,LAL @ SAC,W,239,113,5
ORL,02/24/2018,ORL @ PHI,L,240,105,-11
NYK,02/24/2018,NYK vs. BOS,L,239,112,-9
CHI,02/24/2018,CHI @ MIN,L,242,104,-18
POR,02/24/2018,POR @ PHX,W,241,106,2
PHX,02/24/2018,PHX vs. POR,L,239,104,-2
MIN,02/24/2018,MIN vs. CHI,W,241,122,18
BOS,02/24/2018,BOS @ NYK,W,240,121,14
OKC,02/24/2018,OKC @ GSW,L,239,80,-32
SAC,02/24/2018,SAC vs. LAL,L,239,108,-5
MEM,02/24/2018,MEM @ MIA,L,240,89,-26
DAL,02/24/2018,DAL @ UTA,L,241,90,-7
UTA,02/24/2018,UTA vs. DAL,W,239,97,7
NOP,02/25/2018,NOP @ MIL,W,266,123,2
HOU,02/25/2018,HOU @ DEN,W,239,119,5
DEN,02/25/2018,DEN vs. HOU,L,240,114,-2
SAS,02/25/2018,SAS @ CLE,W,241,110,16
MIL,02/25/2018,MIL vs. NOP,L,264,121,-2
CLE,02/25/2018,CLE vs. SAS,L,239,94,-16
WAS,02/25/2018,WAS vs. PHI,W,240,109,15
PHI,02/25/2018,PHI @ WAS,L,242,94,-15
DET,02/25/2018,DET @ CHA,L,239,98,-16
CHA,02/25/2018,CHA vs. DET,W,239,114,16
BOS,02/26/2018,BOS vs. MEM,W,240,109,11
SAC,02/26/2018,SAC vs. MIN,L,242,100,-18
DAL,02/26/2018,DAL vs. IND,W,242,109,6
TOR,02/26/2018,TOR vs. DET,W,241,123,29
NOP,02/26/2018,NOP vs. PHX,W,240,125,9
IND,02/26/2018,IND @ DAL,L,240,103,-6
MEM,02/26/2018,MEM @ BOS,L,240,98,-11
HOU,02/26/2018,HOU @ UTA,W,240,96,11
ATL,02/26/2018,ATL vs. LAL,L,241,104,-19
DET,02/26/2018,DET @ TOR,L,241,94,-29
GSW,02/26/2018,GSW @ NYK,W,240,125,14
BKN,02/26/2018,BKN vs. CHI,W,239,104,17
PHX,02/26/2018,PHX @ NOP,L,241,116,-9
CHI,02/26/2018,CHI @ BKN,L,240,87,-17
MIN,02/26/2018,MIN @ SAC,W,240,118,18
