PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Aron Baynes,DET,01/15/2017,DET @ LAL,W,16,6,10
Andre Roberson,OKC,01/15/2017,OKC @ SAC,W,27,1,-3
Reggie Jackson,DET,01/15/2017,DET @ LAL,W,28,16,-12
Rajon Rondo,CHI,01/15/2017,CHI @ MEM,W,21,4,1
Corey Brewer,HOU,01/15/2017,HOU @ BKN,W,18,0,17
Thon Maker,MIL,01/15/2017,MIL @ ATL,L,1,0,0
Jimmy Butler,CHI,01/15/2017,CHI @ MEM,W,38,16,-6
Dennis Schroder,ATL,01/15/2017,ATL vs. MIL,W,24,6,-9
Stanley Johnson,DET,01/15/2017,DET @ LAL,W,34,9,17
Ivica Zubac,LAL,01/15/2017,LAL vs. DET,L,9,4,1
Joffrey Lauvergne,OKC,01/15/2017,OKC @ SAC,W,4,0,-3
Arron Afflalo,SAC,01/15/2017,SAC vs. OKC,L,18,7,-17
Rudy Gay,SAC,01/15/2017,SAC vs. OKC,L,36,22,10
Darren Collison,SAC,01/15/2017,SAC vs. OKC,L,27,21,11
Paul Millsap,ATL,01/15/2017,ATL vs. MIL,W,36,18,5
Tyler Ennis,HOU,01/15/2017,HOU @ BKN,W,4,0,-5
Luol Deng,LAL,01/15/2017,LAL vs. DET,L,36,2,11
Garrett Temple,SAC,01/15/2017,SAC vs. OKC,L,24,8,4
Justin Hamilton,BKN,01/15/2017,BKN vs. HOU,L,18,11,-29
Andrew Wiggins,MIN,01/15/2017,MIN @ DAL,L,38,19,8
Fred VanVleet,TOR,01/15/2017,TOR vs. NYK,W,5,0,-8
Sean Kilpatrick,BKN,01/15/2017,BKN vs. HOU,L,23,5,-4
Alex Abrines,OKC,01/15/2017,OKC @ SAC,W,17,13,9
Jason Terry,MIL,01/15/2017,MIL @ ATL,L,22,3,-21
Mike Muscala,ATL,01/15/2017,ATL vs. MIL,W,1,0,-1
Karl-Anthony Towns,MIN,01/15/2017,MIN @ DAL,L,38,18,5
DeMar DeRozan,TOR,01/15/2017,TOR vs. NYK,W,28,23,24
Bojan Bogdanovic,BKN,01/15/2017,BKN vs. HOU,L,22,8,-29
Chandler Parsons,MEM,01/15/2017,MEM vs. CHI,L,19,7,-1
Willy Hernangomez,NYK,01/15/2017,NYK @ TOR,L,21,8,-2
Justin Holiday,NYK,01/15/2017,NYK @ TOR,L,26,17,9
Steven Adams,OKC,01/15/2017,OKC @ SAC,W,20,6,1
DeMarre Carroll,TOR,01/15/2017,TOR vs. NYK,W,27,20,29
Domantas Sabonis,OKC,01/15/2017,OKC @ SAC,W,28,7,-9
Kent Bazemore,ATL,01/15/2017,ATL vs. MIL,W,28,24,-1
Dwight Howard,ATL,01/15/2017,ATL vs. MIL,W,32,16,7
Ty Lawson,SAC,01/15/2017,SAC vs. OKC,L,21,4,-15
Brandon Rush,MIN,01/15/2017,MIN @ DAL,L,3,0,-6
Spencer Hawes,CHA,01/16/2017,CHA @ BOS,L,17,6,2
Marvin Williams,CHA,01/16/2017,CHA @ BOS,L,29,21,0
Dante Exum,UTA,01/16/2017,UTA @ PHX,W,8,0,-10
Richard Jefferson,CLE,01/16/2017,CLE @ GSW,L,20,11,-8
Draymond Green,GSW,01/16/2017,GSW vs. CLE,W,35,11,43
George Hill,UTA,01/16/2017,UTA @ PHX,W,33,17,9
Kyle Singler,OKC,01/16/2017,OKC @ LAC,L,7,2,1
Kris Humphries,ATL,01/16/2017,ATL @ NYK,W,24,14,4
Carmelo Anthony,NYK,01/16/2017,NYK vs. ATL,L,35,30,-2
Trey Burke,WAS,01/16/2017,WAS vs. POR,W,20,4,3
Otto Porter Jr.,WAS,01/16/2017,WAS vs. POR,W,30,12,13
Joe Johnson,UTA,01/16/2017,UTA @ PHX,W,24,15,10
Jason Smith,WAS,01/16/2017,WAS vs. POR,W,18,4,22
Justin Holiday,NYK,01/16/2017,NYK vs. ATL,L,23,11,1
Nik Stauskas,PHI,01/16/2017,PHI @ MIL,W,20,6,7
Alan Williams,PHX,01/16/2017,PHX vs. UTA,L,4,2,1
Anthony Davis,NOP,01/16/2017,NOP @ IND,L,23,16,-6
Mindaugas Kuzminskas,NYK,01/16/2017,NYK vs. ATL,L,38,14,2
Gary Harris,DEN,01/16/2017,DEN vs. ORL,W,3,0,0
Michael Kidd-Gilchrist,CHA,01/16/2017,CHA @ BOS,L,35,6,-14
Danilo Gallinari,DEN,01/16/2017,DEN vs. ORL,W,40,15,15
Anthony Morrow,OKC,01/16/2017,OKC @ LAC,L,5,5,-1
Boris Diaw,UTA,01/16/2017,UTA @ PHX,W,22,12,5
Frank Kaminsky,CHA,01/16/2017,CHA @ BOS,L,19,7,-10
Damian Lillard,POR,01/16/2017,POR @ WAS,L,28,22,-15
Stephen Curry,GSW,01/16/2017,GSW vs. CLE,W,31,20,23
Raymond Felton,LAC,01/16/2017,LAC vs. OKC,W,27,15,4
Evan Turner,POR,01/16/2017,POR @ WAS,L,21,14,-9
Sheldon Mac,WAS,01/16/2017,WAS vs. POR,W,5,0,-3
Maurice Harkless,POR,01/16/2017,POR @ WAS,L,19,0,-31
Malcolm Brogdon,MIL,01/16/2017,MIL vs. PHI,L,28,11,-1
CJ McCollum,POR,01/16/2017,POR @ WAS,L,23,12,-36
PJ Tucker,PHX,01/16/2017,PHX vs. UTA,L,27,8,-7
Alex Abrines,OKC,01/16/2017,OKC @ LAC,L,14,4,-5
Marreese Speights,LAC,01/16/2017,LAC vs. OKC,W,27,23,10
Trey Lyles,UTA,01/16/2017,UTA @ PHX,W,6,1,-10
Damjan Rudez,ORL,01/16/2017,ORL @ DEN,L,0,0,0
D.J. Augustin,ORL,01/16/2017,ORL @ DEN,L,19,14,1
Elfrid Payton,ORL,01/16/2017,ORL @ DEN,L,29,20,-14
Mike Scott,ATL,01/16/2017,ATL @ NYK,W,10,3,4
JaVale McGee,GSW,01/16/2017,GSW vs. CLE,W,9,4,4
Taurean Prince,ATL,01/16/2017,ATL @ NYK,W,7,2,3
Jamal Murray,DEN,01/16/2017,DEN vs. ORL,W,5,0,-3
Monta Ellis,IND,01/16/2017,IND vs. NOP,W,19,2,-11
Russell Westbrook,OKC,01/16/2017,OKC @ LAC,L,29,24,-20
Meyers Leonard,POR,01/16/2017,POR @ WAS,L,22,8,9
Channing Frye,CLE,01/16/2017,CLE @ GSW,L,16,0,-17
Jae Crowder,BOS,01/16/2017,BOS vs. CHA,W,30,15,13
Malcolm Delaney,ATL,01/16/2017,ATL @ NYK,W,19,5,-2
Luc Mbah a Moute,LAC,01/16/2017,LAC vs. OKC,W,19,4,11
Jeff Green,ORL,01/16/2017,ORL @ DEN,L,17,13,10
Andre Iguodala,GSW,01/16/2017,GSW vs. CLE,W,25,14,16
Ed Davis,POR,01/16/2017,POR @ WAS,L,5,2,-17
Klay Thompson,GSW,01/16/2017,GSW vs. CLE,W,31,26,41
Bradley Beal,WAS,01/16/2017,WAS vs. POR,W,29,25,12
Kenneth Faried,DEN,01/16/2017,DEN vs. ORL,W,33,20,22
Jason Terry,MIL,01/16/2017,MIL vs. PHI,L,18,5,-2
Buddy Hield,NOP,01/16/2017,NOP @ IND,L,15,10,-14
Jamal Crawford,LAC,01/16/2017,LAC vs. OKC,W,23,0,2
Isaiah Thomas,BOS,01/16/2017,BOS vs. CHA,W,31,35,14
Domantas Sabonis,OKC,01/16/2017,OKC @ LAC,L,27,10,-6
Joffrey Lauvergne,OKC,01/16/2017,OKC @ LAC,L,30,13,-4
Kyle O'Quinn,NYK,01/16/2017,NYK vs. ATL,L,16,6,-1
Al Jefferson,IND,01/16/2017,IND vs. NOP,W,10,10,-6
Tomas Satoransky,WAS,01/16/2017,WAS vs. POR,W,19,10,7
Serge Ibaka,ORL,01/16/2017,ORL @ DEN,L,30,15,-23
Tim Hardaway Jr.,ATL,01/16/2017,ATL @ NYK,W,35,20,2
Miles Plumlee,MIL,01/16/2017,MIL vs. PHI,L,1,0,1
Kemba Walker,CHA,01/16/2017,CHA @ BOS,L,38,24,-11
Al-Farouq Aminu,POR,01/16/2017,POR @ WAS,L,25,12,-15
Rudy Gobert,UTA,01/16/2017,UTA @ PHX,W,36,18,8
Zaza Pachulia,GSW,01/16/2017,GSW vs. CLE,W,21,4,24
Joe Ingles,UTA,01/16/2017,UTA @ PHX,W,34,11,14
Robert Covington,PHI,01/16/2017,PHI @ MIL,W,28,11,15
Cameron Payne,OKC,01/16/2017,OKC @ LAC,L,21,8,1
Kelly Olynyk,BOS,01/16/2017,BOS vs. CHA,W,26,15,0
Jahlil Okafor,PHI,01/16/2017,PHI @ MIL,W,20,10,-4
Ramon Sessions,CHA,01/16/2017,CHA @ BOS,L,16,6,2
Nicolas Batum,CHA,01/16/2017,CHA @ BOS,L,37,8,-7
E'Twaun Moore,NOP,01/16/2017,NOP @ IND,L,28,15,2
Matthew Dellavedova,MIL,01/16/2017,MIL vs. PHI,L,21,8,-12
Brandon Jennings,NYK,01/16/2017,NYK vs. ATL,L,20,2,-6
Kevon Looney,GSW,01/16/2017,GSW vs. CLE,W,9,3,-10
Jaylen Brown,BOS,01/16/2017,BOS vs. CHA,W,20,9,-4
Aaron Brooks,IND,01/16/2017,IND vs. NOP,W,11,2,-4
Dante Cunningham,NOP,01/16/2017,NOP @ IND,L,31,3,-4
Jrue Holiday,NOP,01/16/2017,NOP @ IND,L,26,11,2
Daniel Ochefu,WAS,01/16/2017,WAS vs. POR,W,3,0,-4
Enes Kanter,OKC,01/16/2017,OKC @ LAC,L,23,12,-14
Ersan Ilyasova,PHI,01/16/2017,PHI @ MIL,W,28,12,9
Marcin Gortat,WAS,01/16/2017,WAS vs. POR,W,27,6,1
DeAndre Liggins,CLE,01/16/2017,CLE @ GSW,L,17,0,-17
Jonas Jerebko,BOS,01/16/2017,BOS vs. CHA,W,14,3,-3
Gerald Henderson,PHI,01/16/2017,PHI @ MIL,W,28,11,-7
Myles Turner,IND,01/16/2017,IND vs. NOP,W,38,18,9
Austin Rivers,LAC,01/16/2017,LAC vs. OKC,W,35,16,29
Jerami Grant,OKC,01/16/2017,OKC @ LAC,L,34,9,-23
Thaddeus Young,IND,01/16/2017,IND vs. NOP,W,37,17,1
Jodie Meeks,ORL,01/16/2017,ORL @ DEN,L,34,11,-19
Leandro Barbosa,PHX,01/16/2017,PHX vs. UTA,L,16,4,-5
James Jones,CLE,01/16/2017,CLE @ GSW,L,7,0,-1
Giannis Antetokounmpo,MIL,01/16/2017,MIL vs. PHI,L,29,23,0
Sergio Rodriguez,PHI,01/16/2017,PHI @ MIL,W,32,10,16
Alec Burks,UTA,01/16/2017,UTA @ PHX,W,9,0,-5
Alex Len,PHX,01/16/2017,PHX vs. UTA,L,21,6,2
Raul Neto,UTA,01/16/2017,UTA @ PHX,W,11,4,3
Noah Vonleh,POR,01/16/2017,POR @ WAS,L,20,10,8
Gordon Hayward,UTA,01/16/2017,UTA @ PHX,W,32,17,-2
Greg Monroe,MIL,01/16/2017,MIL vs. PHI,L,21,14,-12
Michael Beasley,MIL,01/16/2017,MIL vs. PHI,L,26,7,-5
Devin Booker,PHX,01/16/2017,PHX vs. UTA,L,46,25,-4
Wilson Chandler,DEN,01/16/2017,DEN vs. ORL,W,21,9,-10
Alan Anderson,LAC,01/16/2017,LAC vs. OKC,W,19,5,1
Langston Galloway,NOP,01/16/2017,NOP @ IND,L,24,9,13
Courtney Lee,NYK,01/16/2017,NYK vs. ATL,L,21,7,0
Marcus Smart,BOS,01/16/2017,BOS vs. CHA,W,27,2,1
Bismack Biyombo,ORL,01/16/2017,ORL @ DEN,L,20,15,-1
Derrick Favors,UTA,01/16/2017,UTA @ PHX,W,24,11,3
Kevin Seraphin,IND,01/16/2017,IND vs. NOP,W,11,2,2
Thabo Sefolosha,ATL,01/16/2017,ATL @ NYK,W,22,3,-8
JJ Redick,LAC,01/16/2017,LAC vs. OKC,W,27,20,16
Jake Layman,POR,01/16/2017,POR @ WAS,L,11,3,6
Jabari Parker,MIL,01/16/2017,MIL vs. PHI,L,35,23,-7
Andre Roberson,OKC,01/16/2017,OKC @ LAC,L,26,5,-17
Nikola Vucevic,ORL,01/16/2017,ORL @ DEN,L,28,17,-12
Brandon Bass,LAC,01/16/2017,LAC vs. OKC,W,18,10,1
Nikola Jokic,DEN,01/16/2017,DEN vs. ORL,W,36,30,18
Paul Millsap,ATL,01/16/2017,ATL @ NYK,W,39,17,5
Markieff Morris,WAS,01/16/2017,WAS vs. POR,W,33,17,26
Ron Baker,NYK,01/16/2017,NYK vs. ATL,L,22,12,-2
Dennis Schroder,ATL,01/16/2017,ATL @ NYK,W,34,28,-2
Derrick Rose,NYK,01/16/2017,NYK vs. ATL,L,32,18,3
Chasson Randle,PHI,01/16/2017,PHI @ MIL,W,16,10,-7
Tyler Ulis,PHX,01/16/2017,PHX vs. UTA,L,11,0,-2
Mirza Teletovic,MIL,01/16/2017,MIL vs. PHI,L,4,0,0
LeBron James,CLE,01/16/2017,CLE @ GSW,L,35,20,-32
James Michael McAdoo,GSW,01/16/2017,GSW vs. CLE,W,5,0,-3
Jameer Nelson,DEN,01/16/2017,DEN vs. ORL,W,32,18,15
Victor Oladipo,OKC,01/16/2017,OKC @ LAC,L,24,6,-22
John Wall,WAS,01/16/2017,WAS vs. POR,W,28,24,16
Dragan Bender,PHX,01/16/2017,PHX vs. UTA,L,25,5,4
Ian Clark,GSW,01/16/2017,GSW vs. CLE,W,12,2,-10
Juan Hernangomez,DEN,01/16/2017,DEN vs. ORL,W,3,2,1
Eric Bledsoe,PHX,01/16/2017,PHX vs. UTA,L,37,31,-3
Kevin Durant,GSW,01/16/2017,GSW vs. CLE,W,29,21,21
Mike Dunleavy,ATL,01/16/2017,ATL @ NYK,W,19,0,-3
Paul George,IND,01/16/2017,IND vs. NOP,W,34,19,20
Iman Shumpert,CLE,01/16/2017,CLE @ GSW,L,30,15,-23
Gerald Green,BOS,01/16/2017,BOS vs. CHA,W,4,0,-2
Kent Bazemore,ATL,01/16/2017,ATL @ NYK,W,32,16,2
Al Horford,BOS,01/16/2017,BOS vs. CHA,W,34,22,13
John Henson,MIL,01/16/2017,MIL vs. PHI,L,26,8,2
Amir Johnson,BOS,01/16/2017,BOS vs. CHA,W,21,2,6
Tristan Thompson,CLE,01/16/2017,CLE @ GSW,L,30,6,-28
Kyle Korver,CLE,01/16/2017,CLE @ GSW,L,27,11,-12
Tyreke Evans,NOP,01/16/2017,NOP @ IND,L,23,12,-8
Donatas Motiejunas,NOP,01/16/2017,NOP @ IND,L,8,0,5
Glenn Robinson III,IND,01/16/2017,IND vs. NOP,W,30,9,14
C.J. Watson,ORL,01/16/2017,ORL @ DEN,L,14,0,6
Joakim Noah,NYK,01/16/2017,NYK vs. ATL,L,33,7,0
Allen Crabbe,POR,01/16/2017,POR @ WAS,L,25,5,-1
Cody Zeller,CHA,01/16/2017,CHA @ BOS,L,31,13,-12
TJ Warren,PHX,01/16/2017,PHX vs. UTA,L,31,15,1
Marco Belinelli,CHA,01/16/2017,CHA @ BOS,L,18,7,0
Marquese Chriss,PHX,01/16/2017,PHX vs. UTA,L,22,5,-12
Kelly Oubre Jr.,WAS,01/16/2017,WAS vs. POR,W,28,18,2
Emmanuel Mudiay,DEN,01/16/2017,DEN vs. ORL,W,37,18,24
DeAndre Jordan,LAC,01/16/2017,LAC vs. OKC,W,30,19,21
Aaron Gordon,ORL,01/16/2017,ORL @ DEN,L,28,4,-16
Solomon Hill,NOP,01/16/2017,NOP @ IND,L,30,4,-5
Timothe Luwawu-Cabarrot,PHI,01/16/2017,PHI @ MIL,W,17,4,12
Shaun Livingston,GSW,01/16/2017,GSW vs. CLE,W,15,13,13
Joel Embiid,PHI,01/16/2017,PHI @ MIL,W,28,22,13
Pat Connaughton,POR,01/16/2017,POR @ WAS,L,5,2,3
Jusuf Nurkic,DEN,01/16/2017,DEN vs. ORL,W,6,2,-4
David West,GSW,01/16/2017,GSW vs. CLE,W,15,6,16
Will Barton,DEN,01/16/2017,DEN vs. ORL,W,24,11,-13
Terrence Jones,NOP,01/16/2017,NOP @ IND,L,26,15,-3
Patrick McCaw,GSW,01/16/2017,GSW vs. CLE,W,5,2,-3
Tim Frazier,NOP,01/16/2017,NOP @ IND,L,5,0,3
Mario Hezonja,ORL,01/16/2017,ORL @ DEN,L,21,3,3
Kevin Love,CLE,01/16/2017,CLE @ GSW,L,16,3,-23
Kay Felder,CLE,01/16/2017,CLE @ GSW,L,7,2,-1
Avery Bradley,BOS,01/16/2017,BOS vs. CHA,W,33,5,12
CJ Miles,IND,01/16/2017,IND vs. NOP,W,14,3,-17
Jeff Teague,IND,01/16/2017,IND vs. NOP,W,37,16,7
Dario Saric,PHI,01/16/2017,PHI @ MIL,W,24,17,-9
Kyrie Irving,CLE,01/16/2017,CLE @ GSW,L,29,17,-12
Rashad Vaughn,MIL,01/16/2017,MIL vs. PHI,L,2,0,-2
Chris Paul,LAC,01/16/2017,LAC vs. OKC,W,14,8,15
Jordan McRae,CLE,01/16/2017,CLE @ GSW,L,7,6,-1
Shabazz Napier,POR,01/16/2017,POR @ WAS,L,16,4,11
Mason Plumlee,POR,01/16/2017,POR @ WAS,L,21,7,-8
Tony Snell,MIL,01/16/2017,MIL vs. PHI,L,29,5,-7
Manu Ginobili,SAS,01/17/2017,SAS vs. MIN,W,20,9,13
Wesley Matthews,DAL,01/17/2017,DAL @ CHI,W,40,11,-10
Kyle Anderson,SAS,01/17/2017,SAS vs. MIN,W,4,0,-4
Doug McDermott,CHI,01/17/2017,CHI vs. DAL,L,22,7,6
Nene,HOU,01/17/2017,HOU @ MIA,L,24,4,4
Rondae Hollis-Jefferson,BKN,01/17/2017,BKN vs. TOR,L,26,14,5
Andrew Wiggins,MIN,01/17/2017,MIN @ SAS,L,38,10,-8
Gorgui Dieng,MIN,01/17/2017,MIN @ SAS,L,29,17,5
David Lee,SAS,01/17/2017,SAS vs. MIN,W,15,5,20
Pascal Siakam,TOR,01/17/2017,TOR @ BKN,W,15,4,14
Dorian Finney-Smith,DAL,01/17/2017,DAL @ CHI,W,8,0,11
Emmanuel Mudiay,DEN,01/17/2017,DEN @ LAL,W,28,14,11
Juan Hernangomez,DEN,01/17/2017,DEN @ LAL,W,7,0,-9
Rodney McGruder,MIA,01/17/2017,MIA vs. HOU,W,16,6,-9
Jerian Grant,CHI,01/17/2017,CHI vs. DAL,L,4,0,3
Jameer Nelson,DEN,01/17/2017,DEN @ LAL,W,20,2,-7
Lou Williams,LAL,01/17/2017,LAL vs. DEN,L,31,24,12
Brandon Ingram,LAL,01/17/2017,LAL vs. DEN,L,37,15,1
Trevor Ariza,HOU,01/17/2017,HOU @ MIA,L,39,11,0
Jonas Valanciunas,TOR,01/17/2017,TOR @ BKN,W,29,7,1
Sean Kilpatrick,BKN,01/17/2017,BKN vs. TOR,L,26,7,-10
DeMar DeRozan,TOR,01/17/2017,TOR @ BKN,W,37,36,5
Tarik Black,LAL,01/17/2017,LAL vs. DEN,L,20,14,-8
Deron Williams,DAL,01/17/2017,DAL @ CHI,W,30,11,6
Willie Reed,MIA,01/17/2017,MIA vs. HOU,W,16,2,4
Trevor Booker,BKN,01/17/2017,BKN vs. TOR,L,22,8,-15
Paul Zipser,CHI,01/17/2017,CHI vs. DAL,L,19,5,6
Dwyane Wade,CHI,01/17/2017,CHI vs. DAL,L,35,17,-19
Bojan Bogdanovic,BKN,01/17/2017,BKN vs. TOR,L,21,11,-24
Harrison Barnes,DAL,01/17/2017,DAL @ CHI,W,38,20,0
Dion Waiters,MIA,01/17/2017,MIA vs. HOU,W,28,17,-5
Shabazz Muhammad,MIN,01/17/2017,MIN @ SAS,L,23,15,-9
Jusuf Nurkic,DEN,01/17/2017,DEN @ LAL,W,8,3,-7
Nikola Mirotic,CHI,01/17/2017,CHI vs. DAL,L,22,6,3
Sam Dekker,HOU,01/17/2017,HOU @ MIA,L,25,8,5
Kris Dunn,MIN,01/17/2017,MIN @ SAS,L,9,0,-6
Wayne Ellington,MIA,01/17/2017,MIA vs. HOU,W,28,18,17
Dewayne Dedmon,SAS,01/17/2017,SAS vs. MIN,W,19,5,15
Thomas Robinson,LAL,01/17/2017,LAL vs. DEN,L,0,0,-2
Davis Bertans,SAS,01/17/2017,SAS vs. MIN,W,3,0,-6
Michael Carter-Williams,CHI,01/17/2017,CHI vs. DAL,L,21,10,-6
Corey Brewer,HOU,01/17/2017,HOU @ MIA,L,26,8,-8
Pau Gasol,SAS,01/17/2017,SAS vs. MIN,W,17,3,-6
Karl-Anthony Towns,MIN,01/17/2017,MIN @ SAS,L,43,27,-5
Jose Calderon,LAL,01/17/2017,LAL vs. DEN,L,7,0,-5
Salah Mejri,DAL,01/17/2017,DAL @ CHI,W,19,3,1
Hassan Whiteside,MIA,01/17/2017,MIA vs. HOU,W,33,14,2
Nemanja Bjelica,MIN,01/17/2017,MIN @ SAS,L,25,6,-16
Patrick Beverley,HOU,01/17/2017,HOU @ MIA,L,33,12,-11
Randy Foye,BKN,01/17/2017,BKN vs. TOR,L,18,3,1
Kawhi Leonard,SAS,01/17/2017,SAS vs. MIN,W,39,34,5
Jonathon Simmons,SAS,01/17/2017,SAS vs. MIN,W,12,7,-2
Spencer Dinwiddie,BKN,01/17/2017,BKN vs. TOR,L,24,5,-5
D'Angelo Russell,LAL,01/17/2017,LAL vs. DEN,L,17,5,-18
Jimmy Butler,CHI,01/17/2017,CHI vs. DAL,L,40,24,10
Will Barton,DEN,01/17/2017,DEN @ LAL,W,35,26,21
Timofey Mozgov,LAL,01/17/2017,LAL vs. DEN,L,10,4,-11
LaMarcus Aldridge,SAS,01/17/2017,SAS vs. MIN,W,36,29,-4
Dirk Nowitzki,DAL,01/17/2017,DAL @ CHI,W,27,10,-4
Justin Hamilton,BKN,01/17/2017,BKN vs. TOR,L,13,9,-5
Goran Dragic,MIA,01/17/2017,MIA vs. HOU,W,37,21,5
DeMarre Carroll,TOR,01/17/2017,TOR @ BKN,W,26,9,2
Wilson Chandler,DEN,01/17/2017,DEN @ LAL,W,26,14,-12
Terrence Ross,TOR,01/17/2017,TOR @ BKN,W,30,15,2
Dwight Powell,DAL,01/17/2017,DAL @ CHI,W,12,6,5
Devin Harris,DAL,01/17/2017,DAL @ CHI,W,18,8,-5
Lucas Nogueira,TOR,01/17/2017,TOR @ BKN,W,7,3,3
Bryn Forbes,SAS,01/17/2017,SAS vs. MIN,W,0,0,-3
Tyler Johnson,MIA,01/17/2017,MIA vs. HOU,W,34,16,10
Cristiano Felicio,CHI,01/17/2017,CHI vs. DAL,L,12,8,-8
Ivica Zubac,LAL,01/17/2017,LAL vs. DEN,L,26,11,8
Tony Parker,SAS,01/17/2017,SAS vs. MIN,W,29,14,-3
Danilo Gallinari,DEN,01/17/2017,DEN @ LAL,W,39,14,16
Jordan Clarkson,LAL,01/17/2017,LAL vs. DEN,L,36,19,9
Clint Capela,HOU,01/17/2017,HOU @ MIA,L,9,0,-5
Kenneth Faried,DEN,01/17/2017,DEN @ LAL,W,30,20,11
Caris LeVert,BKN,01/17/2017,BKN vs. TOR,L,23,14,9
Julius Randle,LAL,01/17/2017,LAL vs. DEN,L,25,7,-10
Luke Babbitt,MIA,01/17/2017,MIA vs. HOU,W,17,0,11
Patty Mills,SAS,01/17/2017,SAS vs. MIN,W,19,11,11
Zach LaVine,MIN,01/17/2017,MIN @ SAS,L,35,18,1
J.J. Barea,DAL,01/17/2017,DAL @ CHI,W,18,12,-5
Nick Young,LAL,01/17/2017,LAL vs. DEN,L,31,22,-6
Brook Lopez,BKN,01/17/2017,BKN vs. TOR,L,32,28,-10
James Johnson,MIA,01/17/2017,MIA vs. HOU,W,31,15,-5
Norman Powell,TOR,01/17/2017,TOR @ BKN,W,18,0,-2
Ricky Rubio,MIN,01/17/2017,MIN @ SAS,L,39,21,-2
Rajon Rondo,CHI,01/17/2017,CHI vs. DAL,L,23,0,3
Cory Joseph,TOR,01/17/2017,TOR @ BKN,W,37,33,16
Eric Gordon,HOU,01/17/2017,HOU @ MIA,L,30,7,-10
Quincy Acy,BKN,01/17/2017,BKN vs. TOR,L,3,5,5
James Harden,HOU,01/17/2017,HOU @ MIA,L,39,40,0
Isaiah Whitehead,BKN,01/17/2017,BKN vs. TOR,L,13,5,4
Joe Harris,BKN,01/17/2017,BKN vs. TOR,L,18,0,-5
Robin Lopez,CHI,01/17/2017,CHI vs. DAL,L,36,21,7
Seth Curry,DAL,01/17/2017,DAL @ CHI,W,30,18,6
Jamal Murray,DEN,01/17/2017,DEN @ LAL,W,13,5,-15
Montrezl Harrell,HOU,01/17/2017,HOU @ MIA,L,16,13,-5
Jakob Poeltl,TOR,01/17/2017,TOR @ BKN,W,15,2,5
Danny Green,SAS,01/17/2017,SAS vs. MIN,W,27,5,4
Bobby Portis,CHI,01/17/2017,CHI vs. DAL,L,7,0,-10
Nikola Jokic,DEN,01/17/2017,DEN @ LAL,W,34,29,21
Fred VanVleet,TOR,01/17/2017,TOR @ BKN,W,25,10,4
Marcin Gortat,WAS,01/18/2017,WAS vs. MEM,W,36,7,2
Cameron Payne,OKC,01/18/2017,OKC @ GSW,L,25,9,5
Taurean Prince,ATL,01/18/2017,ATL @ DET,L,20,10,4
Anthony Tolliver,SAC,01/18/2017,SAC vs. IND,L,22,5,-9
John Henson,MIL,01/18/2017,MIL @ HOU,L,19,4,-6
Mike Dunleavy,ATL,01/18/2017,ATL @ DET,L,21,2,-9
Jake Layman,POR,01/18/2017,POR @ CHA,L,4,0,-2
John Wall,WAS,01/18/2017,WAS vs. MEM,W,37,25,0
Jakob Poeltl,TOR,01/18/2017,TOR @ PHI,L,4,0,-3
Solomon Hill,NOP,01/18/2017,NOP vs. ORL,W,32,5,4
Tony Snell,MIL,01/18/2017,MIL @ HOU,L,32,8,-16
Fred VanVleet,TOR,01/18/2017,TOR @ PHI,L,6,2,-2
Kent Bazemore,ATL,01/18/2017,ATL @ DET,L,21,10,-12
Mike Scott,ATL,01/18/2017,ATL @ DET,L,14,0,0
Trey Burke,WAS,01/18/2017,WAS vs. MEM,W,8,5,8
Markieff Morris,WAS,01/18/2017,WAS vs. MEM,W,34,17,13
Kemba Walker,CHA,01/18/2017,CHA vs. POR,W,32,23,12
Jonas Jerebko,BOS,01/18/2017,BOS vs. NYK,L,16,4,-21
Tony Allen,MEM,01/18/2017,MEM @ WAS,L,30,6,-2
Al-Farouq Aminu,POR,01/18/2017,POR @ CHA,L,30,7,-13
DeAndre' Bembry,ATL,01/18/2017,ATL @ DET,L,12,4,3
CJ Miles,IND,01/18/2017,IND @ SAC,W,21,9,23
Nene,HOU,01/18/2017,HOU vs. MIL,W,10,5,2
Andre Iguodala,GSW,01/18/2017,GSW vs. OKC,W,25,6,-1
Kris Humphries,ATL,01/18/2017,ATL @ DET,L,20,13,-9
Tobias Harris,DET,01/18/2017,DET vs. ATL,W,27,19,12
Allen Crabbe,POR,01/18/2017,POR @ CHA,L,18,5,-17
Ron Baker,NYK,01/18/2017,NYK @ BOS,W,11,0,-9
Ramon Sessions,CHA,01/18/2017,CHA vs. POR,W,18,4,15
DeMarcus Cousins,SAC,01/18/2017,SAC vs. IND,L,38,25,4
Buddy Hield,NOP,01/18/2017,NOP vs. ORL,W,24,10,-2
Aron Baynes,DET,01/18/2017,DET vs. ATL,W,22,12,7
Boban Marjanovic,DET,01/18/2017,DET vs. ATL,W,2,2,1
Jerami Grant,OKC,01/18/2017,OKC @ GSW,L,29,7,-28
Paul Millsap,ATL,01/18/2017,ATL @ DET,L,27,21,-17
Henry Ellenson,DET,01/18/2017,DET vs. ATL,W,2,2,1
Draymond Green,GSW,01/18/2017,GSW vs. OKC,W,36,12,15
Terrence Jones,NOP,01/18/2017,NOP vs. ORL,W,18,7,18
