PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Norman Powell,TOR,04/15/2017,TOR vs. MIL,L,6,5,-2
Richard Jefferson,CLE,04/15/2017,CLE vs. IND,W,18,5,3
Kyle Lowry,TOR,04/15/2017,TOR vs. MIL,L,34,4,-22
JaMychal Green,MEM,04/15/2017,MEM @ SAS,L,15,3,8
Manu Ginobili,SAS,04/15/2017,SAS vs. MEM,W,13,0,18
Shelvin Mack,UTA,04/15/2017,UTA @ LAC,W,14,0,1
Blake Griffin,LAC,04/15/2017,LAC vs. UTA,L,43,26,-6
Deron Williams,CLE,04/15/2017,CLE vs. IND,W,10,5,-1
Monta Ellis,IND,04/15/2017,IND @ CLE,L,28,11,-9
Fred VanVleet,TOR,04/15/2017,TOR vs. MIL,L,2,0,4
Lavoy Allen,IND,04/15/2017,IND @ CLE,L,4,0,0
Boris Diaw,UTA,04/15/2017,UTA @ LAC,W,23,7,0
Jeff Withey,UTA,04/15/2017,UTA @ LAC,W,9,3,-2
Thon Maker,MIL,04/15/2017,MIL @ TOR,W,15,4,3
Tony Snell,MIL,04/15/2017,MIL @ TOR,W,24,11,18
Derrick Favors,UTA,04/15/2017,UTA @ LAC,W,32,15,0
George Hill,UTA,04/15/2017,UTA @ LAC,W,37,16,-3
Spencer Hawes,MIL,04/15/2017,MIL @ TOR,W,7,3,-4
Bryn Forbes,SAS,04/15/2017,SAS vs. MEM,W,9,5,0
Greg Monroe,MIL,04/15/2017,MIL @ TOR,W,26,14,15
Andrew Harrison,MEM,04/15/2017,MEM @ SAS,L,20,10,-19
Wade Baldwin IV,MEM,04/15/2017,MEM @ SAS,L,7,0,-3
DeMar DeRozan,TOR,04/15/2017,TOR vs. MIL,L,39,27,-16
Matthew Dellavedova,MIL,04/15/2017,MIL @ TOR,W,32,11,4
Rodney Hood,UTA,04/15/2017,UTA @ LAC,W,19,8,7
James Ennis III,MEM,04/15/2017,MEM @ SAS,L,20,2,-28
Pau Gasol,SAS,04/15/2017,SAS vs. MEM,W,25,6,22
Delon Wright,TOR,04/15/2017,TOR vs. MIL,L,2,0,4
PJ Tucker,TOR,04/15/2017,TOR vs. MIL,L,29,7,1
Kyle Anderson,SAS,04/15/2017,SAS vs. MEM,W,17,4,17
Tony Parker,SAS,04/15/2017,SAS vs. MEM,W,22,18,12
Gordon Hayward,UTA,04/15/2017,UTA @ LAC,W,40,19,7
JJ Redick,LAC,04/15/2017,LAC vs. UTA,L,27,7,-10
Kevin Seraphin,IND,04/15/2017,IND @ CLE,L,16,8,-8
DeMarre Carroll,TOR,04/15/2017,TOR vs. MIL,L,24,5,-15
Jonathon Simmons,SAS,04/15/2017,SAS vs. MEM,W,14,6,5
Kevin Love,CLE,04/15/2017,CLE vs. IND,W,31,17,-3
Paul Pierce,LAC,04/15/2017,LAC vs. UTA,L,3,0,2
Michael Beasley,MIL,04/15/2017,MIL @ TOR,W,6,0,-6
David Lee,SAS,04/15/2017,SAS vs. MEM,W,15,5,22
Jonas Valanciunas,TOR,04/15/2017,TOR vs. MIL,L,24,9,-14
Raymond Felton,LAC,04/15/2017,LAC vs. UTA,L,15,4,-6
Davis Bertans,SAS,04/15/2017,SAS vs. MEM,W,7,4,3
Thaddeus Young,IND,04/15/2017,IND @ CLE,L,33,8,6
Jeff Teague,IND,04/15/2017,IND @ CLE,L,36,15,-2
Wayne Selden,MEM,04/15/2017,MEM @ SAS,L,27,5,-1
Danny Green,SAS,04/15/2017,SAS vs. MEM,W,20,2,6
Joe Johnson,UTA,04/15/2017,UTA @ LAC,W,31,21,6
DeAndre Jordan,LAC,04/15/2017,LAC vs. UTA,L,37,10,0
Kyrie Irving,CLE,04/15/2017,CLE vs. IND,W,39,23,3
JR Smith,CLE,04/15/2017,CLE vs. IND,W,37,6,2
Malcolm Brogdon,MIL,04/15/2017,MIL @ TOR,W,34,16,17
Luc Mbah a Moute,LAC,04/15/2017,LAC vs. UTA,L,36,7,-3
Marreese Speights,LAC,04/15/2017,LAC vs. UTA,L,14,8,0
Lance Stephenson,IND,04/15/2017,IND @ CLE,L,27,16,7
Dewayne Dedmon,SAS,04/15/2017,SAS vs. MEM,W,18,0,-5
Deyonta Davis,MEM,04/15/2017,MEM @ SAS,L,7,7,-3
Mike Conley,MEM,04/15/2017,MEM @ SAS,L,30,13,-7
Paul George,IND,04/15/2017,IND @ CLE,L,41,29,-2
Rudy Gobert,UTA,04/15/2017,UTA @ LAC,W,0,0,0
Marc Gasol,MEM,04/15/2017,MEM @ SAS,L,34,32,-11
Lucas Nogueira,TOR,04/15/2017,TOR vs. MIL,L,1,1,4
Aaron Brooks,IND,04/15/2017,IND @ CLE,L,7,5,-1
Jakob Poeltl,TOR,04/15/2017,TOR vs. MIL,L,2,0,4
Rashad Vaughn,MIL,04/15/2017,MIL @ TOR,W,2,0,-4
Serge Ibaka,TOR,04/15/2017,TOR vs. MIL,L,36,19,-16
Jamal Crawford,LAC,04/15/2017,LAC vs. UTA,L,29,8,12
Cory Joseph,TOR,04/15/2017,TOR vs. MIL,L,27,3,1
Vince Carter,MEM,04/15/2017,MEM @ SAS,L,28,4,-12
Joe Ingles,UTA,04/15/2017,UTA @ LAC,W,33,8,-6
LaMarcus Aldridge,SAS,04/15/2017,SAS vs. MEM,W,30,20,11
Jason Terry,MIL,04/15/2017,MIL @ TOR,W,9,0,-6
Khris Middleton,MIL,04/15/2017,MIL @ TOR,W,41,10,29
Patty Mills,SAS,04/15/2017,SAS vs. MEM,W,17,9,17
Brandan Wright,MEM,04/15/2017,MEM @ SAS,L,5,0,-3
Giannis Antetokounmpo,MIL,04/15/2017,MIL @ TOR,W,38,28,10
Jarell Martin,MEM,04/15/2017,MEM @ SAS,L,6,0,2
CJ Miles,IND,04/15/2017,IND @ CLE,L,16,5,-3
LeBron James,CLE,04/15/2017,CLE vs. IND,W,43,32,5
Channing Frye,CLE,04/15/2017,CLE vs. IND,W,16,11,-3
Troy Daniels,MEM,04/15/2017,MEM @ SAS,L,16,0,-29
Zach Randolph,MEM,04/15/2017,MEM @ SAS,L,26,6,-39
Chris Paul,LAC,04/15/2017,LAC vs. UTA,L,37,25,1
Myles Turner,IND,04/15/2017,IND @ CLE,L,32,11,7
Mirza Teletovic,MIL,04/15/2017,MIL @ TOR,W,6,0,-6
Kawhi Leonard,SAS,04/15/2017,SAS vs. MEM,W,32,32,17
Patrick Patterson,TOR,04/15/2017,TOR vs. MIL,L,16,3,-3
Kyle Korver,CLE,04/15/2017,CLE vs. IND,W,15,2,-4
Tristan Thompson,CLE,04/15/2017,CLE vs. IND,W,31,8,3
Kent Bazemore,ATL,04/16/2017,ATL @ WAS,L,28,12,9
Bobby Portis,CHI,04/16/2017,CHI @ BOS,W,29,19,12
Victor Oladipo,OKC,04/16/2017,OKC @ HOU,L,32,6,-19
Trevor Ariza,HOU,04/16/2017,HOU vs. OKC,W,32,4,17
Ryan Anderson,HOU,04/16/2017,HOU vs. OKC,W,38,4,27
Maurice Harkless,POR,04/16/2017,POR @ GSW,L,35,11,-10
Noah Vonleh,POR,04/16/2017,POR @ GSW,L,23,2,-10
Cristiano Felicio,CHI,04/16/2017,CHI @ BOS,W,14,4,11
Jose Calderon,ATL,04/16/2017,ATL @ WAS,L,8,2,-3
Eric Gordon,HOU,04/16/2017,HOU vs. OKC,W,29,8,21
Robin Lopez,CHI,04/16/2017,CHI @ BOS,W,34,14,-7
Isaiah Thomas,BOS,04/16/2017,BOS vs. CHI,L,38,33,12
Domantas Sabonis,OKC,04/16/2017,OKC @ HOU,L,4,4,1
Nene,HOU,04/16/2017,HOU vs. OKC,W,19,15,3
Lou Williams,HOU,04/16/2017,HOU vs. OKC,W,26,11,21
Dwight Howard,ATL,04/16/2017,ATL @ WAS,L,29,7,-21
Pat Connaughton,POR,04/16/2017,POR @ GSW,L,4,3,5
Jason Smith,WAS,04/16/2017,WAS vs. ATL,W,13,0,-13
Russell Westbrook,OKC,04/16/2017,OKC @ HOU,L,34,22,-25
Patrick McCaw,GSW,04/16/2017,GSW vs. POR,W,0,0,0
Ian Clark,GSW,04/16/2017,GSW vs. POR,W,12,12,5
Semaj Christon,OKC,04/16/2017,OKC @ HOU,L,14,5,-6
Doug McDermott,OKC,04/16/2017,OKC @ HOU,L,3,3,1
Damian Lillard,POR,04/16/2017,POR @ GSW,L,39,34,-6
Andre Iguodala,GSW,04/16/2017,GSW vs. POR,W,33,2,8
JaVale McGee,GSW,04/16/2017,GSW vs. POR,W,10,6,8
Zaza Pachulia,GSW,04/16/2017,GSW vs. POR,W,12,4,4
Taj Gibson,OKC,04/16/2017,OKC @ HOU,L,21,5,-6
Tomas Satoransky,WAS,04/16/2017,WAS vs. ATL,W,2,0,-5
Brandon Jennings,WAS,04/16/2017,WAS vs. ATL,W,15,0,-10
Kelly Oubre Jr.,WAS,04/16/2017,WAS vs. ATL,W,19,11,-16
Jerami Grant,OKC,04/16/2017,OKC @ HOU,L,27,10,-25
Jerian Grant,CHI,04/16/2017,CHI @ BOS,W,21,6,11
Alex Abrines,OKC,04/16/2017,OKC @ HOU,L,20,0,-8
Shaun Livingston,GSW,04/16/2017,GSW vs. POR,W,15,2,0
Shabazz Napier,POR,04/16/2017,POR @ GSW,L,10,3,-8
David West,GSW,04/16/2017,GSW vs. POR,W,13,0,3
Markieff Morris,WAS,04/16/2017,WAS vs. ATL,W,38,21,18
Tim Hardaway Jr.,ATL,04/16/2017,ATL @ WAS,L,28,7,-14
Steven Adams,OKC,04/16/2017,OKC @ HOU,L,28,6,-22
Jae Crowder,BOS,04/16/2017,BOS vs. CHI,L,31,9,-10
CJ McCollum,POR,04/16/2017,POR @ GSW,L,41,41,-5
Draymond Green,GSW,04/16/2017,GSW vs. POR,W,37,19,15
Montrezl Harrell,HOU,04/16/2017,HOU vs. OKC,W,4,1,1
Bobby Brown,HOU,04/16/2017,HOU vs. OKC,W,4,3,-1
Kevin Durant,GSW,04/16/2017,GSW vs. POR,W,36,32,1
Dennis Schroder,ATL,04/16/2017,ATL @ WAS,L,36,25,-11
Mike Muscala,ATL,04/16/2017,ATL @ WAS,L,13,8,20
Enes Kanter,OKC,04/16/2017,OKC @ HOU,L,16,8,-10
Andre Roberson,OKC,04/16/2017,OKC @ HOU,L,35,18,-24
Al-Farouq Aminu,POR,04/16/2017,POR @ GSW,L,23,0,-8
Tyler Zeller,BOS,04/16/2017,BOS vs. CHI,L,3,0,1
Amir Johnson,BOS,04/16/2017,BOS vs. CHI,L,18,5,-2
Norris Cole,OKC,04/16/2017,OKC @ HOU,L,6,0,-12
Allen Crabbe,POR,04/16/2017,POR @ GSW,L,22,3,-5
Ersan Ilyasova,ATL,04/16/2017,ATL @ WAS,L,20,9,7
Evan Turner,POR,04/16/2017,POR @ GSW,L,36,12,-9
Paul Zipser,CHI,04/16/2017,CHI @ BOS,W,22,6,6
Marcin Gortat,WAS,04/16/2017,WAS vs. ATL,W,31,14,21
Taurean Prince,ATL,04/16/2017,ATL @ WAS,L,32,14,-4
Nikola Mirotic,CHI,04/16/2017,CHI @ BOS,W,19,4,-6
Kelly Olynyk,BOS,04/16/2017,BOS vs. CHI,L,23,7,-9
Bradley Beal,WAS,04/16/2017,WAS vs. ATL,W,39,22,21
Clint Capela,HOU,04/16/2017,HOU vs. OKC,W,25,14,27
Jonas Jerebko,BOS,04/16/2017,BOS vs. CHI,L,4,0,5
Jimmy Butler,CHI,04/16/2017,CHI @ BOS,W,41,30,-3
John Wall,WAS,04/16/2017,WAS vs. ATL,W,37,32,8
Dwyane Wade,CHI,04/16/2017,CHI @ BOS,W,34,11,3
Klay Thompson,GSW,04/16/2017,GSW vs. POR,W,35,15,14
Stephen Curry,GSW,04/16/2017,GSW vs. POR,W,36,29,5
Avery Bradley,BOS,04/16/2017,BOS vs. CHI,L,35,14,6
Meyers Leonard,POR,04/16/2017,POR @ GSW,L,7,0,-4
Jaylen Brown,BOS,04/16/2017,BOS vs. CHI,L,11,5,-9
Marcus Smart,BOS,04/16/2017,BOS vs. CHI,L,31,9,-13
Mike Dunleavy,ATL,04/16/2017,ATL @ WAS,L,12,4,2
Troy Williams,HOU,04/16/2017,HOU vs. OKC,W,4,0,-1
Paul Millsap,ATL,04/16/2017,ATL @ WAS,L,34,19,-20
James Harden,HOU,04/16/2017,HOU vs. OKC,W,34,37,22
Gerald Green,BOS,04/16/2017,BOS vs. CHI,L,6,1,-4
James Michael McAdoo,GSW,04/16/2017,GSW vs. POR,W,0,0,-3
Al Horford,BOS,04/16/2017,BOS vs. CHI,L,40,19,3
Rajon Rondo,CHI,04/16/2017,CHI @ BOS,W,27,12,-7
Bojan Bogdanovic,WAS,04/16/2017,WAS vs. ATL,W,14,4,-9
Otto Porter Jr.,WAS,04/16/2017,WAS vs. ATL,W,32,10,20
Patrick Beverley,HOU,04/16/2017,HOU vs. OKC,W,26,21,18
Marc Gasol,MEM,04/17/2017,MEM @ SAS,L,39,12,-11
JR Smith,CLE,04/17/2017,CLE vs. IND,W,18,3,-4
Kevin Love,CLE,04/17/2017,CLE vs. IND,W,39,27,17
James Ennis III,MEM,04/17/2017,MEM @ SAS,L,26,7,5
Glenn Robinson III,IND,04/17/2017,IND @ CLE,L,9,4,-5
David Lee,SAS,04/17/2017,SAS vs. MEM,W,14,2,0
Lavoy Allen,IND,04/17/2017,IND @ CLE,L,5,0,6
Tristan Thompson,CLE,04/17/2017,CLE vs. IND,W,32,4,-4
Deron Williams,CLE,04/17/2017,CLE vs. IND,W,16,9,4
Pau Gasol,SAS,04/17/2017,SAS vs. MEM,W,30,10,16
Vince Carter,MEM,04/17/2017,MEM @ SAS,L,33,12,-21
Kyle Korver,CLE,04/17/2017,CLE vs. IND,W,14,2,10
LeBron James,CLE,04/17/2017,CLE vs. IND,W,42,25,6
Mike Conley,MEM,04/17/2017,MEM @ SAS,L,38,24,-2
Kyle Anderson,SAS,04/17/2017,SAS vs. MEM,W,8,2,6
Myles Turner,IND,04/17/2017,IND @ CLE,L,37,6,-2
Brandan Wright,MEM,04/17/2017,MEM @ SAS,L,7,4,-6
Danny Green,SAS,04/17/2017,SAS vs. MEM,W,29,12,8
Paul George,IND,04/17/2017,IND @ CLE,L,42,32,-7
Kyrie Irving,CLE,04/17/2017,CLE vs. IND,W,34,37,0
Tony Parker,SAS,04/17/2017,SAS vs. MEM,W,24,15,3
Richard Jefferson,CLE,04/17/2017,CLE vs. IND,W,11,2,-1
Zach Randolph,MEM,04/17/2017,MEM @ SAS,L,36,18,-12
Kevin Seraphin,IND,04/17/2017,IND @ CLE,L,11,6,-4
Kawhi Leonard,SAS,04/17/2017,SAS vs. MEM,W,40,37,8
Andrew Harrison,MEM,04/17/2017,MEM @ SAS,L,23,2,-13
CJ Miles,IND,04/17/2017,IND @ CLE,L,16,9,-3
Jeff Teague,IND,04/17/2017,IND @ CLE,L,35,23,-4
Thaddeus Young,IND,04/17/2017,IND @ CLE,L,33,16,-4
LaMarcus Aldridge,SAS,04/17/2017,SAS vs. MEM,W,42,11,11
Troy Daniels,MEM,04/17/2017,MEM @ SAS,L,7,0,0
Lance Stephenson,IND,04/17/2017,IND @ CLE,L,26,13,-3
Dewayne Dedmon,SAS,04/17/2017,SAS vs. MEM,W,10,2,1
Patty Mills,SAS,04/17/2017,SAS vs. MEM,W,24,5,11
Iman Shumpert,CLE,04/17/2017,CLE vs. IND,W,20,5,2
JaMychal Green,MEM,04/17/2017,MEM @ SAS,L,15,3,-2
Wayne Selden,MEM,04/17/2017,MEM @ SAS,L,16,0,-8
Monta Ellis,IND,04/17/2017,IND @ CLE,L,25,2,-4
Channing Frye,CLE,04/17/2017,CLE vs. IND,W,13,3,0
Manu Ginobili,SAS,04/17/2017,SAS vs. MEM,W,19,0,6
Cristiano Felicio,CHI,04/18/2017,CHI @ BOS,W,16,4,-3
Serge Ibaka,TOR,04/18/2017,TOR vs. MIL,W,36,16,13
JJ Redick,LAC,04/18/2017,LAC vs. UTA,W,33,4,8
DeMarre Carroll,TOR,04/18/2017,TOR vs. MIL,W,17,9,-4
Terry Rozier,BOS,04/18/2017,BOS vs. CHI,L,13,5,11
Dwyane Wade,CHI,04/18/2017,CHI @ BOS,W,32,22,22
James Young,BOS,04/18/2017,BOS vs. CHI,L,2,3,3
DeMar DeRozan,TOR,04/18/2017,TOR vs. MIL,W,38,23,-1
Greg Monroe,MIL,04/18/2017,MIL @ TOR,L,22,18,-7
Bobby Portis,CHI,04/18/2017,CHI @ BOS,W,9,3,-11
Rodney Hood,UTA,04/18/2017,UTA @ LAC,L,25,10,3
Malcolm Brogdon,MIL,04/18/2017,MIL @ TOR,L,37,7,-5
Spencer Hawes,MIL,04/18/2017,MIL @ TOR,L,6,2,2
Jonas Valanciunas,TOR,04/18/2017,TOR vs. MIL,W,22,10,1
Avery Bradley,BOS,04/18/2017,BOS vs. CHI,L,40,12,-22
Shelvin Mack,UTA,04/18/2017,UTA @ LAC,L,11,5,-4
Jae Crowder,BOS,04/18/2017,BOS vs. CHI,L,35,16,-12
Gordon Hayward,UTA,04/18/2017,UTA @ LAC,L,39,20,-17
Robin Lopez,CHI,04/18/2017,CHI @ BOS,W,32,18,17
Jakob Poeltl,TOR,04/18/2017,TOR vs. MIL,W,4,2,4
Joe Johnson,UTA,04/18/2017,UTA @ LAC,L,29,13,1
Jeff Withey,UTA,04/18/2017,UTA @ LAC,L,9,2,-1
Chris Paul,LAC,04/18/2017,LAC vs. UTA,W,33,21,9
PJ Tucker,TOR,04/18/2017,TOR vs. MIL,W,28,5,2
Raymond Felton,LAC,04/18/2017,LAC vs. UTA,W,17,5,-2
Rajon Rondo,CHI,04/18/2017,CHI @ BOS,W,40,11,24
Jerian Grant,CHI,04/18/2017,CHI @ BOS,W,6,0,-14
Delon Wright,TOR,04/18/2017,TOR vs. MIL,W,8,0,1
Thon Maker,MIL,04/18/2017,MIL @ TOR,L,20,5,-1
Giannis Antetokounmpo,MIL,04/18/2017,MIL @ TOR,L,42,24,6
Blake Griffin,LAC,04/18/2017,LAC vs. UTA,W,39,24,10
Amir Johnson,BOS,04/18/2017,BOS vs. CHI,L,9,4,-4
Denzel Valentine,CHI,04/18/2017,CHI @ BOS,W,1,0,0
Patrick Patterson,TOR,04/18/2017,TOR vs. MIL,W,30,8,6
Tony Snell,MIL,04/18/2017,MIL @ TOR,L,31,14,-2
Nikola Mirotic,CHI,04/18/2017,CHI @ BOS,W,28,13,18
Cory Joseph,TOR,04/18/2017,TOR vs. MIL,W,18,11,1
George Hill,UTA,04/18/2017,UTA @ LAC,L,37,12,-4
DeAndre Jordan,LAC,04/18/2017,LAC vs. UTA,W,34,18,12
Al Horford,BOS,04/18/2017,BOS vs. CHI,L,32,7,-19
Boris Diaw,UTA,04/18/2017,UTA @ LAC,L,25,7,-5
Paul Pierce,LAC,04/18/2017,LAC vs. UTA,W,9,6,-2
Isaiah Thomas,BOS,04/18/2017,BOS vs. CHI,L,42,20,-20
Jamal Crawford,LAC,04/18/2017,LAC vs. UTA,W,24,10,-6
Joe Ingles,UTA,04/18/2017,UTA @ LAC,L,33,9,-2
Jimmy Butler,CHI,04/18/2017,CHI @ BOS,W,43,22,22
Tyler Zeller,BOS,04/18/2017,BOS vs. CHI,L,9,4,1
Luc Mbah a Moute,LAC,04/18/2017,LAC vs. UTA,W,38,4,15
Jaylen Brown,BOS,04/18/2017,BOS vs. CHI,L,9,2,-8
Jason Terry,MIL,04/18/2017,MIL @ TOR,L,6,3,-1
Paul Zipser,CHI,04/18/2017,CHI @ BOS,W,29,16,-6
Marreese Speights,LAC,04/18/2017,LAC vs. UTA,W,13,7,-4
Derrick Favors,UTA,04/18/2017,UTA @ LAC,L,33,13,-11
Khris Middleton,MIL,04/18/2017,MIL @ TOR,L,41,20,-9
Mirza Teletovic,MIL,04/18/2017,MIL @ TOR,L,13,0,-9
Kyle Lowry,TOR,04/18/2017,TOR vs. MIL,W,39,22,7
Matthew Dellavedova,MIL,04/18/2017,MIL @ TOR,L,22,7,-4
Michael Carter-Williams,CHI,04/18/2017,CHI @ BOS,W,4,2,1
Kelly Olynyk,BOS,04/18/2017,BOS vs. CHI,L,24,11,2
Marcus Smart,BOS,04/18/2017,BOS vs. CHI,L,27,13,-2
Marcin Gortat,WAS,04/19/2017,WAS vs. ATL,W,35,14,7
Bradley Beal,WAS,04/19/2017,WAS vs. ATL,W,42,31,14
John Wall,WAS,04/19/2017,WAS vs. ATL,W,39,32,-2
Mike Dunleavy,ATL,04/19/2017,ATL @ WAS,L,6,0,9
CJ McCollum,POR,04/19/2017,POR @ GSW,L,30,11,-26
Damian Lillard,POR,04/19/2017,POR @ GSW,L,30,12,-33
Andre Iguodala,GSW,04/19/2017,GSW vs. POR,W,27,6,15
Maurice Harkless,POR,04/19/2017,POR @ GSW,L,29,15,-20
Ian Clark,GSW,04/19/2017,GSW vs. POR,W,26,13,-2
Kelly Oubre Jr.,WAS,04/19/2017,WAS vs. ATL,W,13,1,-9
Victor Oladipo,OKC,04/19/2017,OKC @ HOU,L,41,11,0
Allen Crabbe,POR,04/19/2017,POR @ GSW,L,24,6,-8
Patrick McCaw,GSW,04/19/2017,GSW vs. POR,W,34,9,27
Alex Abrines,OKC,04/19/2017,OKC @ HOU,L,4,0,-4
Enes Kanter,OKC,04/19/2017,OKC @ HOU,L,8,4,-9
Pat Connaughton,POR,04/19/2017,POR @ GSW,L,14,2,-3
Eric Gordon,HOU,04/19/2017,HOU vs. OKC,W,30,22,15
Russell Westbrook,OKC,04/19/2017,OKC @ HOU,L,41,51,11
Stephen Curry,GSW,04/19/2017,GSW vs. POR,W,31,19,32
James Michael McAdoo,GSW,04/19/2017,GSW vs. POR,W,11,7,3
Doug McDermott,OKC,04/19/2017,OKC @ HOU,L,14,11,-7
Mike Muscala,ATL,04/19/2017,ATL @ WAS,L,23,2,-13
Zaza Pachulia,GSW,04/19/2017,GSW vs. POR,W,17,10,13
Semaj Christon,OKC,04/19/2017,OKC @ HOU,L,7,0,-15
Paul Millsap,ATL,04/19/2017,ATL @ WAS,L,35,27,-7
Meyers Leonard,POR,04/19/2017,POR @ GSW,L,13,2,0
Noah Vonleh,POR,04/19/2017,POR @ GSW,L,19,3,-29
Taj Gibson,OKC,04/19/2017,OKC @ HOU,L,21,8,17
Andre Roberson,OKC,04/19/2017,OKC @ HOU,L,37,12,-2
Tim Hardaway Jr.,ATL,04/19/2017,ATL @ WAS,L,35,19,-19
Otto Porter Jr.,WAS,04/19/2017,WAS vs. ATL,W,23,4,19
Markieff Morris,WAS,04/19/2017,WAS vs. ATL,W,20,3,16
Damian Jones,GSW,04/19/2017,GSW vs. POR,W,6,1,-3
James Harden,HOU,04/19/2017,HOU vs. OKC,W,37,35,2
Domantas Sabonis,OKC,04/19/2017,OKC @ HOU,L,2,0,-5
Taurean Prince,ATL,04/19/2017,ATL @ WAS,L,30,12,-12
Jerami Grant,OKC,04/19/2017,OKC @ HOU,L,26,9,-20
Thabo Sefolosha,ATL,04/19/2017,ATL @ WAS,L,4,0,-2
Ryan Anderson,HOU,04/19/2017,HOU vs. OKC,W,29,4,-18
Dwight Howard,ATL,04/19/2017,ATL @ WAS,L,20,6,5
Jason Smith,WAS,04/19/2017,WAS vs. ATL,W,28,8,-7
Nene,HOU,04/19/2017,HOU vs. OKC,W,25,7,8
Al-Farouq Aminu,POR,04/19/2017,POR @ GSW,L,24,9,-11
Steven Adams,OKC,04/19/2017,OKC @ HOU,L,27,5,18
Draymond Green,GSW,04/19/2017,GSW vs. POR,W,30,6,15
JaVale McGee,GSW,04/19/2017,GSW vs. POR,W,13,15,19
Trevor Ariza,HOU,04/19/2017,HOU vs. OKC,W,40,4,6
Dennis Schroder,ATL,04/19/2017,ATL @ WAS,L,38,23,2
David West,GSW,04/19/2017,GSW vs. POR,W,14,8,-3
Tim Quarterman,POR,04/19/2017,POR @ GSW,L,5,3,3
Kent Bazemore,ATL,04/19/2017,ATL @ WAS,L,25,8,0
Evan Turner,POR,04/19/2017,POR @ GSW,L,27,5,-14
Klay Thompson,GSW,04/19/2017,GSW vs. POR,W,31,16,29
Shabazz Napier,POR,04/19/2017,POR @ GSW,L,15,10,-4
Ersan Ilyasova,ATL,04/19/2017,ATL @ WAS,L,16,2,3
Bojan Bogdanovic,WAS,04/19/2017,WAS vs. ATL,W,22,6,-1
Lou Williams,HOU,04/19/2017,HOU vs. OKC,W,21,21,18
Patrick Beverley,HOU,04/19/2017,HOU vs. OKC,W,34,15,-7
Clint Capela,HOU,04/19/2017,HOU vs. OKC,W,23,7,-4
Jake Layman,POR,04/19/2017,POR @ GSW,L,10,3,0
Kyle Singler,OKC,04/19/2017,OKC @ HOU,L,10,0,-4
Jose Calderon,ATL,04/19/2017,ATL @ WAS,L,8,2,-6
Brandon Jennings,WAS,04/19/2017,WAS vs. ATL,W,17,10,3
Dejounte Murray,SAS,04/20/2017,SAS @ MEM,L,7,4,11
Jonas Valanciunas,TOR,04/20/2017,TOR @ MIL,L,20,11,-12
LeBron James,CLE,04/20/2017,CLE @ IND,W,45,41,13
Giannis Antetokounmpo,MIL,04/20/2017,MIL vs. TOR,W,33,19,29
Kyle Anderson,SAS,04/20/2017,SAS @ MEM,L,18,15,3
Mike Conley,MEM,04/20/2017,MEM vs. SAS,W,34,24,20
Patty Mills,SAS,04/20/2017,SAS @ MEM,L,22,11,-16
Glenn Robinson III,IND,04/20/2017,IND vs. CLE,L,9,5,1
DeMarre Carroll,TOR,04/20/2017,TOR @ MIL,L,14,3,-13
Pau Gasol,SAS,04/20/2017,SAS @ MEM,L,27,6,-12
Vince Carter,MEM,04/20/2017,MEM vs. SAS,W,36,4,10
Thon Maker,MIL,04/20/2017,MIL vs. TOR,W,21,11,13
Wade Baldwin IV,MEM,04/20/2017,MEM vs. SAS,W,3,0,-9
Troy Daniels,MEM,04/20/2017,MEM vs. SAS,W,0,0,2
Spencer Hawes,MIL,04/20/2017,MIL vs. TOR,W,4,0,-3
Michael Beasley,MIL,04/20/2017,MIL vs. TOR,W,20,13,8
Davis Bertans,SAS,04/20/2017,SAS @ MEM,L,12,6,7
Tony Parker,SAS,04/20/2017,SAS @ MEM,L,19,0,-6
Thaddeus Young,IND,04/20/2017,IND vs. CLE,L,39,11,-11
Dahntay Jones,CLE,04/20/2017,CLE @ IND,W,0,0,-2
Jakob Poeltl,TOR,04/20/2017,TOR @ MIL,L,9,4,-4
Greg Monroe,MIL,04/20/2017,MIL vs. TOR,W,23,16,17
JaMychal Green,MEM,04/20/2017,MEM vs. SAS,W,24,8,17
Danny Green,SAS,04/20/2017,SAS @ MEM,L,21,6,-15
Matthew Dellavedova,MIL,04/20/2017,MIL vs. TOR,W,28,10,20
Kyle Korver,CLE,04/20/2017,CLE @ IND,W,22,12,-4
David Lee,SAS,04/20/2017,SAS @ MEM,L,16,0,-9
Deron Williams,CLE,04/20/2017,CLE @ IND,W,22,5,17
Lucas Nogueira,TOR,04/20/2017,TOR @ MIL,L,4,2,3
Malcolm Brogdon,MIL,04/20/2017,MIL vs. TOR,W,28,4,10
Paul George,IND,04/20/2017,IND vs. CLE,L,45,36,-10
Iman Shumpert,CLE,04/20/2017,CLE @ IND,W,14,0,-4
Tony Snell,MIL,04/20/2017,MIL vs. TOR,W,25,5,27
Serge Ibaka,TOR,04/20/2017,TOR @ MIL,L,26,6,-18
Delon Wright,TOR,04/20/2017,TOR @ MIL,L,27,13,0
James Ennis III,MEM,04/20/2017,MEM vs. SAS,W,20,12,0
Norman Powell,TOR,04/20/2017,TOR @ MIL,L,15,12,3
Kevin Seraphin,IND,04/20/2017,IND vs. CLE,L,17,11,-1
Cory Joseph,TOR,04/20/2017,TOR @ MIL,L,16,2,-22
