PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Mo Williams,CLE,11/25/2015,CLE @ TOR,L,32,15,-1
Luke Babbitt,NOP,11/25/2015,NOP @ PHX,W,4,0,1
Evan Fournier,ORL,11/25/2015,ORL vs. NYK,W,21,3,-3
Anthony Morrow,OKC,11/25/2015,OKC vs. BKN,W,24,6,7
Rasual Butler,SAS,11/25/2015,SAS vs. DAL,W,7,0,-4
Kevin Martin,MIN,11/25/2015,MIN vs. ATL,W,23,11,1
Darrun Hilliard,DET,11/25/2015,DET vs. MIA,W,3,5,-3
Josh Smith,LAC,11/25/2015,LAC vs. UTA,L,17,10,-3
Corey Brewer,HOU,11/25/2015,HOU vs. MEM,L,27,5,5
Alex Len,PHX,11/25/2015,PHX vs. NOP,L,16,2,-1
Tyler Zeller,BOS,11/25/2015,BOS vs. PHI,W,6,2,-4
Raymond Felton,DAL,11/25/2015,DAL @ SAS,L,37,5,-3
JR Smith,CLE,11/25/2015,CLE @ TOR,L,36,15,2
Tim Hardaway Jr.,ATL,11/25/2015,ATL @ MIN,L,12,2,-12
Rudy Gobert,UTA,11/25/2015,UTA @ LAC,W,38,10,8
Kris Humphries,WAS,11/25/2015,WAS @ CHA,L,17,5,3
Justise Winslow,MIA,11/25/2015,MIA @ DET,L,29,3,-10
Russell Westbrook,OKC,11/25/2015,OKC vs. BKN,W,35,27,16
Giannis Antetokounmpo,MIL,11/25/2015,MIL vs. SAC,L,30,21,-2
Joe Johnson,BKN,11/25/2015,BKN @ OKC,L,32,5,-6
Jerryd Bayless,MIL,11/25/2015,MIL vs. SAC,L,36,13,-9
Dwight Howard,HOU,11/25/2015,HOU vs. MEM,L,40,12,-12
Dennis Schroder,ATL,11/25/2015,ATL @ MIN,L,14,2,-1
Trevor Booker,UTA,11/25/2015,UTA @ LAC,W,18,2,2
Devin Booker,PHX,11/25/2015,PHX vs. NOP,L,9,5,5
JJ Redick,LAC,11/25/2015,LAC vs. UTA,L,21,3,-14
Trey Burke,UTA,11/25/2015,UTA @ LAC,W,8,0,-1
Adreian Payne,MIN,11/25/2015,MIN vs. ATL,W,16,8,3
Vince Carter,MEM,11/25/2015,MEM @ HOU,W,15,0,10
J.J. Barea,DAL,11/25/2015,DAL @ SAS,L,13,7,0
Gerald Green,MIA,11/25/2015,MIA @ DET,L,38,16,-15
Danny Green,SAS,11/25/2015,SAS vs. DAL,W,26,6,1
DeMar DeRozan,TOR,11/25/2015,TOR vs. CLE,W,40,20,-2
Manu Ginobili,SAS,11/25/2015,SAS vs. DAL,W,29,9,4
Isaiah Thomas,BOS,11/25/2015,BOS vs. PHI,W,38,30,17
T.J. McConnell,PHI,11/25/2015,PHI @ BOS,L,20,6,-5
Ryan Anderson,NOP,11/25/2015,NOP @ PHX,W,37,20,13
Paul Millsap,ATL,11/25/2015,ATL @ MIN,L,32,22,11
Andrew Wiggins,MIN,11/25/2015,MIN vs. ATL,W,36,15,-2
Otto Porter Jr.,WAS,11/25/2015,WAS @ CHA,L,27,3,-9
Mike Muscala,ATL,11/25/2015,ATL @ MIN,L,18,8,0
Kyle Anderson,SAS,11/25/2015,SAS vs. DAL,W,2,0,2
Damjan Rudez,MIN,11/25/2015,MIN vs. ATL,W,17,13,6
Eric Bledsoe,PHX,11/25/2015,PHX vs. NOP,L,37,18,-13
Bojan Bogdanovic,BKN,11/25/2015,BKN @ OKC,L,22,4,-7
Luc Mbah a Moute,LAC,11/25/2015,LAC vs. UTA,L,1,0,3
Deron Williams,DAL,11/25/2015,DAL @ SAS,L,36,8,-7
Tony Allen,MEM,11/25/2015,MEM @ HOU,W,28,10,13
Devin Harris,DAL,11/25/2015,DAL @ SAS,L,16,11,0
Beno Udrih,MIA,11/25/2015,MIA @ DET,L,10,2,-1
Dante Cunningham,NOP,11/25/2015,NOP @ PHX,W,28,5,4
Evan Turner,BOS,11/25/2015,BOS vs. PHI,W,36,16,1
Richard Jefferson,CLE,11/25/2015,CLE @ TOR,L,16,4,-21
Wesley Matthews,DAL,11/25/2015,DAL @ SAS,L,36,15,-12
Terry Rozier,BOS,11/25/2015,BOS vs. PHI,W,2,0,0
Isaiah Canaan,PHI,11/25/2015,PHI @ BOS,L,32,12,-1
Sasha Vujacic,NYK,11/25/2015,NYK @ ORL,L,14,2,-3
Marcus Morris,DET,11/25/2015,DET vs. MIA,W,36,14,29
O.J. Mayo,MIL,11/25/2015,MIL vs. SAC,L,29,12,-8
Kawhi Leonard,SAS,11/25/2015,SAS vs. DAL,W,40,26,4
Marco Belinelli,SAC,11/25/2015,SAC @ MIL,W,23,17,0
Dwight Powell,DAL,11/25/2015,DAL @ SAS,L,12,4,0
Patrick Patterson,TOR,11/25/2015,TOR vs. CLE,W,26,8,14
Zach LaVine,MIN,11/25/2015,MIN vs. ATL,W,27,18,1
Mike Scott,ATL,11/25/2015,ATL @ MIN,L,13,3,-9
DeMarre Carroll,TOR,11/25/2015,TOR vs. CLE,W,41,12,3
Rodney Hood,UTA,11/25/2015,UTA @ LAC,W,31,13,6
Reggie Jackson,DET,11/25/2015,DET vs. MIA,W,26,18,27
Tyler Johnson,MIA,11/25/2015,MIA @ DET,L,22,8,-5
Tim Duncan,SAS,11/25/2015,SAS vs. DAL,W,28,2,13
Nerlens Noel,PHI,11/25/2015,PHI @ BOS,L,34,3,-20
Jahlil Okafor,PHI,11/25/2015,PHI @ BOS,L,36,19,-4
Kyle O'Quinn,NYK,11/25/2015,NYK @ ORL,L,12,4,-12
Dion Waiters,OKC,11/25/2015,OKC vs. BKN,W,27,16,13
Boris Diaw,SAS,11/25/2015,SAS vs. DAL,W,10,0,-5
Clint Capela,HOU,11/25/2015,HOU vs. MEM,L,8,6,3
Terrence Jones,HOU,11/25/2015,HOU vs. MEM,L,19,3,-10
Lamar Patterson,ATL,11/25/2015,ATL @ MIN,L,16,3,6
Al Horford,ATL,11/25/2015,ATL @ MIN,L,34,12,-10
Aron Baynes,DET,11/25/2015,DET vs. MIA,W,13,6,12
Kristaps Porzingis,NYK,11/25/2015,NYK @ ORL,L,36,10,-2
Stanley Johnson,DET,11/25/2015,DET vs. MIA,W,20,7,0
Wayne Ellington,BKN,11/25/2015,BKN @ OKC,L,7,1,-2
James Johnson,TOR,11/25/2015,TOR vs. CLE,W,5,0,2
Ersan Ilyasova,DET,11/25/2015,DET vs. MIA,W,23,13,22
Thabo Sefolosha,ATL,11/25/2015,ATL @ MIN,L,32,10,-10
Andrea Bargnani,BKN,11/25/2015,BKN @ OKC,L,16,13,-6
JaKarr Sampson,PHI,11/25/2015,PHI @ BOS,L,9,2,6
Nicolas Batum,CHA,11/25/2015,CHA vs. WAS,W,34,16,16
D.J. Augustin,OKC,11/25/2015,OKC vs. BKN,W,13,3,-5
Kelly Olynyk,BOS,11/25/2015,BOS vs. PHI,W,14,3,-8
Wesley Johnson,LAC,11/25/2015,LAC vs. UTA,L,20,0,-2
Patrick Beverley,HOU,11/25/2015,HOU vs. MEM,L,19,4,-13
Chris Andersen,MIA,11/25/2015,MIA @ DET,L,4,3,5
Matt Barnes,MEM,11/25/2015,MEM @ HOU,W,31,13,-1
Omer Asik,NOP,11/25/2015,NOP @ PHX,W,10,0,-5
Rajon Rondo,SAC,11/25/2015,SAC @ MIL,W,39,10,12
Jabari Parker,MIL,11/25/2015,MIL vs. SAC,L,21,10,-7
PJ Hairston,CHA,11/25/2015,CHA vs. WAS,W,16,5,-4
Carmelo Anthony,NYK,11/25/2015,NYK @ ORL,L,35,28,4
Thaddeus Young,BKN,11/25/2015,BKN @ OKC,L,37,18,-10
David West,SAS,11/25/2015,SAS vs. DAL,W,12,8,-4
Paul Pierce,LAC,11/25/2015,LAC vs. UTA,L,9,0,-8
Patty Mills,SAS,11/25/2015,SAS vs. DAL,W,17,3,-7
Jonas Jerebko,BOS,11/25/2015,BOS vs. PHI,W,8,0,-9
Jerian Grant,NYK,11/25/2015,NYK @ ORL,L,6,0,-7
Jose Calderon,NYK,11/25/2015,NYK @ ORL,L,35,23,0
Chris Paul,LAC,11/25/2015,LAC vs. UTA,L,35,24,-6
Greivis Vasquez,MIL,11/25/2015,MIL vs. SAC,L,16,9,5
Jarrett Jack,BKN,11/25/2015,BKN @ OKC,L,26,9,-4
Aaron Gordon,ORL,11/25/2015,ORL vs. NYK,W,17,2,4
James Harden,HOU,11/25/2015,HOU vs. MEM,L,41,40,1
Shabazz Napier,ORL,11/25/2015,ORL vs. NYK,W,12,2,8
Alec Burks,UTA,11/25/2015,UTA @ LAC,W,29,8,-1
Udonis Haslem,MIA,11/25/2015,MIA @ DET,L,4,7,5
Trevor Ariza,HOU,11/25/2015,HOU vs. MEM,L,39,8,-14
Avery Bradley,BOS,11/25/2015,BOS vs. PHI,W,37,10,17
Gary Neal,WAS,11/25/2015,WAS @ CHA,L,28,18,-15
Austin Rivers,LAC,11/25/2015,LAC vs. UTA,L,26,3,-1
Ramon Sessions,WAS,11/25/2015,WAS @ CHA,L,12,0,-12
Marc Gasol,MEM,11/25/2015,MEM @ HOU,W,39,11,16
Brandon Knight,PHX,11/25/2015,PHX vs. NOP,L,42,29,-1
Mirza Teletovic,PHX,11/25/2015,PHX vs. NOP,L,21,7,-9
Josh Richardson,MIA,11/25/2015,MIA @ DET,L,6,0,5
Langston Galloway,NYK,11/25/2015,NYK @ ORL,L,16,0,-10
Tristan Thompson,CLE,11/25/2015,CLE @ TOR,L,37,8,1
Tayshaun Prince,MIN,11/25/2015,MIN vs. ATL,W,21,4,12
Trey Lyles,UTA,11/25/2015,UTA @ LAC,W,3,4,-1
Luis Scola,TOR,11/25/2015,TOR vs. CLE,W,30,15,-5
Brook Lopez,BKN,11/25/2015,BKN @ OKC,L,34,26,-9
Jason Terry,HOU,11/25/2015,HOU vs. MEM,L,29,13,4
Kevin Garnett,MIN,11/25/2015,MIN vs. ATL,W,15,4,-5
Jeff Withey,UTA,11/25/2015,UTA @ LAC,W,1,0,-6
John Wall,WAS,11/25/2015,WAS @ CHA,L,36,14,-2
Karl-Anthony Towns,MIN,11/25/2015,MIN vs. ATL,W,22,6,-2
Devyn Marble,ORL,11/25/2015,ORL vs. NYK,W,1,0,-2
Zaza Pachulia,DAL,11/25/2015,DAL @ SAS,L,21,4,-9
Chris Bosh,MIA,11/25/2015,MIA @ DET,L,30,9,-21
Jrue Holiday,NOP,11/25/2015,NOP @ PHX,W,25,19,8
Toney Douglas,NOP,11/25/2015,NOP @ PHX,W,10,7,-6
Rudy Gay,SAC,11/25/2015,SAC @ MIL,W,36,36,13
Jae Crowder,BOS,11/27/2015,BOS vs. WAS,W,30,17,32
Leandro Barbosa,GSW,11/27/2015,GSW @ PHX,W,23,21,2
Rudy Gay,SAC,11/27/2015,SAC vs. MIN,L,27,2,-4
Omer Asik,NOP,11/27/2015,NOP @ LAC,L,16,3,-10
Klay Thompson,GSW,11/27/2015,GSW @ PHX,W,27,15,16
Kyle Anderson,SAS,11/27/2015,SAS @ DEN,W,29,5,19
Lance Stephenson,LAC,11/27/2015,LAC vs. NOP,W,26,10,11
Evan Turner,BOS,11/27/2015,BOS vs. WAS,W,21,4,10
Rodney Stuckey,IND,11/27/2015,IND vs. CHI,W,28,8,6
Terrence Jones,HOU,11/27/2015,HOU vs. PHI,W,24,5,-14
Garrett Temple,WAS,11/27/2015,WAS @ BOS,L,11,5,-9
Blake Griffin,LAC,11/27/2015,LAC vs. NOP,W,29,20,26
Kosta Koufos,SAC,11/27/2015,SAC vs. MIN,L,30,16,-5
Cristiano Felicio,CHI,11/27/2015,CHI @ IND,L,2,2,3
Dwyane Wade,MIA,11/27/2015,MIA @ NYK,W,29,17,12
Greg Monroe,MIL,11/27/2015,MIL @ ORL,L,19,9,-18
Phil Pressey,PHI,11/27/2015,PHI @ HOU,L,16,4,-5
James Anderson,SAC,11/27/2015,SAC vs. MIN,L,1,0,2
Marc Gasol,MEM,11/27/2015,MEM vs. ATL,L,37,13,-24
Carmelo Anthony,NYK,11/27/2015,NYK vs. MIA,L,34,11,-23
Jason Terry,HOU,11/27/2015,HOU vs. PHI,W,0,0,0
Jason Thompson,GSW,11/27/2015,GSW @ PHX,W,4,0,-5
Clint Capela,HOU,11/27/2015,HOU vs. PHI,W,25,13,15
Jerryd Bayless,MIL,11/27/2015,MIL @ ORL,L,33,17,-16
Devyn Marble,ORL,11/27/2015,ORL vs. MIL,W,3,2,0
Kevin Garnett,MIN,11/27/2015,MIN @ SAC,W,17,2,4
Ty Lawson,HOU,11/27/2015,HOU vs. PHI,W,16,4,8
Jason Smith,ORL,11/27/2015,ORL vs. MIL,W,20,8,13
JJ Redick,LAC,11/27/2015,LAC vs. NOP,W,25,20,21
Tony Allen,MEM,11/27/2015,MEM vs. ATL,L,20,6,-10
Alonzo Gee,NOP,11/27/2015,NOP @ LAC,L,33,2,-24
Evan Fournier,ORL,11/27/2015,ORL vs. MIL,W,28,17,20
Nikola Jokic,DEN,11/27/2015,DEN vs. SAS,L,12,6,5
DeJuan Blair,WAS,11/27/2015,WAS @ BOS,L,15,0,1
Kent Bazemore,ATL,11/27/2015,ATL @ MEM,W,26,14,-1
Cole Aldrich,LAC,11/27/2015,LAC vs. NOP,W,2,1,-2
Willie Cauley-Stein,SAC,11/27/2015,SAC vs. MIN,L,25,6,-8
Marcin Gortat,WAS,11/27/2015,WAS @ BOS,L,29,4,-23
Terry Rozier,BOS,11/27/2015,BOS vs. WAS,W,10,0,8
Andrew Wiggins,MIN,11/27/2015,MIN @ SAC,W,36,22,5
RJ Hunter,BOS,11/27/2015,BOS vs. WAS,W,6,0,6
Derrick Rose,CHI,11/27/2015,CHI @ IND,L,31,10,-19
Robin Lopez,NYK,11/27/2015,NYK vs. MIA,L,14,2,-1
Chris Copeland,MIL,11/27/2015,MIL @ ORL,L,3,0,0
Jared Cunningham,CLE,11/27/2015,CLE @ CHA,W,0,0,0
Randy Foye,DEN,11/27/2015,DEN vs. SAS,L,22,6,12
Miles Plumlee,MIL,11/27/2015,MIL @ ORL,L,3,2,0
JaKarr Sampson,PHI,11/27/2015,PHI @ HOU,L,19,6,-13
Glenn Robinson III,IND,11/27/2015,IND vs. CHI,W,2,0,-4
George Hill,IND,11/27/2015,IND vs. CHI,W,32,6,25
E'Twaun Moore,CHI,11/27/2015,CHI @ IND,L,27,7,-2
JJ Hickson,DEN,11/27/2015,DEN vs. SAS,L,16,9,-11
Nick Collison,OKC,11/27/2015,OKC vs. DET,W,8,0,-5
Shaun Livingston,GSW,11/27/2015,GSW @ PHX,W,21,4,-1
Brandon Knight,PHX,11/27/2015,PHX vs. GSW,L,35,21,-17
Joe Young,IND,11/27/2015,IND vs. CHI,W,2,0,-4
Nik Stauskas,PHI,11/27/2015,PHI @ HOU,L,15,4,17
Ish Smith,NOP,11/27/2015,NOP @ LAC,L,38,15,-20
Derrick Williams,NYK,11/27/2015,NYK vs. MIA,L,18,9,-6
Anthony Tolliver,DET,11/27/2015,DET @ OKC,L,20,6,-1
Paul George,IND,11/27/2015,IND vs. CHI,W,39,33,13
Alex Len,PHX,11/27/2015,PHX vs. GSW,L,9,2,-8
Josh Smith,LAC,11/27/2015,LAC vs. NOP,W,22,5,2
Goran Dragic,MIA,11/27/2015,MIA @ NYK,W,30,9,17
Mike Miller,DEN,11/27/2015,DEN vs. SAS,L,20,3,-3
Rasual Butler,SAS,11/27/2015,SAS @ DEN,W,4,0,-6
Jrue Holiday,NOP,11/27/2015,NOP @ LAC,L,13,7,-4
Dwight Howard,HOU,11/27/2015,HOU vs. PHI,W,36,14,1
Boris Diaw,SAS,11/27/2015,SAS @ DEN,W,23,6,10
Isaiah Canaan,PHI,11/27/2015,PHI @ HOU,L,32,23,-9
Ramon Sessions,WAS,11/27/2015,WAS @ BOS,L,24,9,-6
Markieff Morris,PHX,11/27/2015,PHX vs. GSW,L,17,11,-20
Wesley Johnson,LAC,11/27/2015,LAC vs. NOP,W,14,2,-2
Mike Scott,ATL,11/27/2015,ATL @ MEM,W,8,2,-7
Toney Douglas,NOP,11/27/2015,NOP @ LAC,L,24,11,3
Nene,WAS,11/27/2015,WAS @ BOS,L,2,0,-3
Spencer Hawes,CHA,11/27/2015,CHA vs. CLE,L,5,4,1
Solomon Hill,IND,11/27/2015,IND vs. CHI,W,12,0,8
Lavoy Allen,IND,11/27/2015,IND vs. CHI,W,27,12,-10
Marco Belinelli,SAC,11/27/2015,SAC vs. MIN,L,34,17,-8
Paul Pierce,LAC,11/27/2015,LAC vs. NOP,W,13,0,-2
Kris Humphries,WAS,11/27/2015,WAS @ BOS,L,13,0,-17
Bradley Beal,WAS,11/27/2015,WAS @ BOS,L,33,16,-19
TJ Warren,PHX,11/27/2015,PHX vs. GSW,L,35,28,-5
Kentavious Caldwell-Pope,DET,11/27/2015,DET @ OKC,L,40,11,-12
Paul Millsap,ATL,11/27/2015,ATL @ MEM,W,35,23,27
Tayshaun Prince,MIN,11/27/2015,MIN @ SAC,W,22,6,8
John Henson,MIL,11/27/2015,MIL @ ORL,L,20,8,-7
Tyson Chandler,PHX,11/27/2015,PHX vs. GSW,L,4,0,-5
Corey Brewer,HOU,11/27/2015,HOU vs. PHI,W,22,7,-9
Chase Budinger,IND,11/27/2015,IND vs. CHI,W,11,0,-2
Andre Roberson,OKC,11/27/2015,OKC vs. DET,W,31,2,20
Emmanuel Mudiay,DEN,11/27/2015,DEN vs. SAS,L,29,9,-13
Rajon Rondo,SAC,11/27/2015,SAC vs. MIN,L,36,16,-5
Amir Johnson,BOS,11/27/2015,BOS vs. WAS,W,18,6,14
Festus Ezeli,GSW,11/27/2015,GSW @ PHX,W,17,6,4
Udonis Haslem,MIA,11/27/2015,MIA @ NYK,W,7,0,-1
Luc Mbah a Moute,LAC,11/27/2015,LAC vs. NOP,W,6,2,-3
Lou Amundson,NYK,11/27/2015,NYK vs. MIA,L,5,2,1
Monta Ellis,IND,11/27/2015,IND vs. CHI,W,30,14,6
Jamal Crawford,LAC,11/27/2015,LAC vs. NOP,W,27,9,7
Karl-Anthony Towns,MIN,11/27/2015,MIN @ SAC,W,21,7,-4
Andre Iguodala,GSW,11/27/2015,GSW @ PHX,W,23,9,10
Andre Miller,MIN,11/27/2015,MIN @ SAC,W,19,12,12
Avery Bradley,BOS,11/27/2015,BOS vs. WAS,W,31,16,22
Tim Hardaway Jr.,ATL,11/27/2015,ATL @ MEM,W,8,3,-11
Pau Gasol,CHI,11/27/2015,CHI @ IND,L,27,9,-9
Adreian Payne,MIN,11/27/2015,MIN @ SAC,W,7,4,-6
Russ Smith,MEM,11/27/2015,MEM vs. ATL,L,1,0,0
Kristaps Porzingis,NYK,11/27/2015,NYK vs. MIA,L,24,11,-6
Marcus Thornton,HOU,11/27/2015,HOU vs. PHI,W,9,6,-9
Jonathon Simmons,SAS,11/27/2015,SAS @ DEN,W,27,12,12
Doug McDermott,CHI,11/27/2015,CHI @ IND,L,6,0,-5
Kevin Seraphin,NYK,11/27/2015,NYK vs. MIA,L,17,10,-9
Luke Babbitt,NOP,11/27/2015,NOP @ LAC,L,15,8,2
Rashad Vaughn,MIL,11/27/2015,MIL @ ORL,L,3,2,0
Trevor Ariza,HOU,11/27/2015,HOU vs. PHI,W,36,12,11
LaMarcus Aldridge,SAS,11/27/2015,SAS @ DEN,W,18,8,-2
Marcus Morris,DET,11/27/2015,DET @ OKC,L,40,17,-19
Stephen Curry,GSW,11/27/2015,GSW @ PHX,W,31,41,27
Eric Bledsoe,PHX,11/27/2015,PHX vs. GSW,L,34,21,-23
Jimmy Butler,CHI,11/27/2015,CHI @ IND,L,40,16,-8
Eric Gordon,NOP,11/27/2015,NOP @ LAC,L,30,16,-19
Tony Snell,CHI,11/27/2015,CHI @ IND,L,16,6,-9
Jahlil Okafor,PHI,11/27/2015,PHI @ HOU,L,27,11,-8
Elfrid Payton,ORL,11/27/2015,ORL vs. MIL,W,31,22,20
Channing Frye,ORL,11/27/2015,ORL vs. MIL,W,19,9,14
Frank Kaminsky,CHA,11/27/2015,CHA vs. CLE,L,19,3,-9
Ersan Ilyasova,DET,11/27/2015,DET @ OKC,L,28,9,-15
Austin Rivers,LAC,11/27/2015,LAC vs. NOP,W,24,17,0
Ronnie Price,PHX,11/27/2015,PHX vs. GSW,L,10,4,-3
Giannis Antetokounmpo,MIL,11/27/2015,MIL @ ORL,L,32,17,-18
Greivis Vasquez,MIL,11/27/2015,MIL @ ORL,L,13,2,-11
Steve Blake,DET,11/27/2015,DET @ OKC,L,21,5,4
Zach LaVine,MIN,11/27/2015,MIN @ SAC,W,29,19,-2
LeBron James,CLE,11/27/2015,CLE @ CHA,W,38,25,1
Mike Conley,MEM,11/27/2015,MEM vs. ATL,L,38,16,-17
Nikola Vucevic,ORL,11/27/2015,ORL vs. MIL,W,21,9,11
Reggie Jackson,DET,11/27/2015,DET @ OKC,L,27,15,-20
Johnny O'Bryant III,MIL,11/27/2015,MIL @ ORL,L,9,2,1
Will Barton,DEN,11/27/2015,DEN vs. SAS,L,29,12,-13
Nikola Mirotic,CHI,11/27/2015,CHI @ IND,L,29,25,-4
Patty Mills,SAS,11/27/2015,SAS @ DEN,W,21,9,10
Cody Zeller,CHA,11/27/2015,CHA vs. CLE,L,15,7,-7
Harrison Barnes,GSW,11/27/2015,GSW @ PHX,W,21,7,11
Justise Winslow,MIA,11/27/2015,MIA @ NYK,W,35,9,12
Kyle Korver,ATL,11/27/2015,ATL @ MEM,W,34,13,29
T.J. McConnell,PHI,11/27/2015,PHI @ HOU,L,26,6,10
Dennis Schroder,ATL,11/27/2015,ATL @ MEM,W,19,7,-14
Jeff Teague,ATL,11/27/2015,ATL @ MEM,W,29,20,29
Arron Afflalo,NYK,11/27/2015,NYK vs. MIA,L,19,4,-12
Dewayne Dedmon,ORL,11/27/2015,ORL vs. MIL,W,4,0,0
Tyler Zeller,BOS,11/27/2015,BOS vs. WAS,W,6,1,6
Tobias Harris,ORL,11/27/2015,ORL vs. MIL,W,30,19,20
Ray McCallum,SAS,11/27/2015,SAS @ DEN,W,6,0,-3
Chris Bosh,MIA,11/27/2015,MIA @ NYK,W,31,20,8
Shabazz Napier,ORL,11/27/2015,ORL vs. MIL,W,12,4,-3
Stanley Johnson,DET,11/27/2015,DET @ OKC,L,16,5,-1
Mirza Teletovic,PHX,11/27/2015,PHX vs. GSW,L,21,10,-1
Quincy Acy,SAC,11/27/2015,SAC vs. MIN,L,9,1,-8
Andrew Nicholson,ORL,11/27/2015,ORL vs. MIL,W,25,3,4
Anthony Morrow,OKC,11/27/2015,OKC vs. DET,W,8,3,-10
Timofey Mozgov,CLE,11/27/2015,CLE @ CHA,W,18,8,0
Russell Westbrook,OKC,11/27/2015,OKC vs. DET,W,29,14,9
Jeremy Lamb,CHA,11/27/2015,CHA vs. CLE,L,24,11,-8
Ian Clark,GSW,11/27/2015,GSW @ PHX,W,13,7,-2
Tyler Johnson,MIA,11/27/2015,MIA @ NYK,W,20,6,2
Jonas Jerebko,BOS,11/27/2015,BOS vs. WAS,W,25,4,4
Gary Harris,DEN,11/27/2015,DEN vs. SAS,L,25,5,-14
Enes Kanter,OKC,11/27/2015,OKC vs. DET,W,18,14,9
Steven Adams,OKC,11/27/2015,OKC vs. DET,W,28,8,12
Damjan Rudez,MIN,11/27/2015,MIN @ SAC,W,18,3,8
Kostas Papanikolaou,DEN,11/27/2015,DEN vs. SAS,L,4,0,6
Danilo Gallinari,DEN,11/27/2015,DEN vs. SAS,L,35,16,-14
Marvin Williams,CHA,11/27/2015,CHA vs. CLE,L,33,10,8
Brandon Rush,GSW,11/27/2015,GSW @ PHX,W,14,4,-4
JaMychal Green,MEM,11/27/2015,MEM vs. ATL,L,27,9,3
Robert Covington,PHI,11/27/2015,PHI @ HOU,L,38,28,1
David Lee,BOS,11/27/2015,BOS vs. WAS,W,17,12,7
Al Horford,ATL,11/27/2015,ATL @ MEM,W,30,16,-3
Dante Cunningham,NOP,11/27/2015,NOP @ LAC,L,20,2,5
David West,SAS,11/27/2015,SAS @ DEN,W,19,2,8
Kelly Olynyk,BOS,11/27/2015,BOS vs. WAS,W,21,12,17
Matt Bonner,SAS,11/27/2015,SAS @ DEN,W,4,0,-6
Courtney Lee,MEM,11/27/2015,MEM vs. ATL,L,26,14,-7
Mario Chalmers,MEM,11/27/2015,MEM vs. ATL,L,11,3,4
Jeff Green,MEM,11/27/2015,MEM vs. ATL,L,31,11,-11
Archie Goodwin,PHX,11/27/2015,PHX vs. GSW,L,12,11,3
Victor Oladipo,ORL,11/27/2015,ORL vs. MIL,W,24,17,16
Mike Muscala,ATL,11/27/2015,ATL @ MEM,W,24,11,11
DeAndre Jordan,LAC,11/27/2015,LAC vs. NOP,W,25,8,21
Jabari Parker,MIL,11/27/2015,MIL @ ORL,L,22,8,-17
Mo Williams,CLE,11/27/2015,CLE @ CHA,W,21,6,-3
James Jones,CLE,11/27/2015,CLE @ CHA,W,8,0,2
PJ Tucker,PHX,11/27/2015,PHX vs. GSW,L,16,2,-14
Jared Sullinger,BOS,11/27/2015,BOS vs. WAS,W,24,18,22
Boban Marjanovic,SAS,11/27/2015,SAS @ DEN,W,6,2,-5
Jose Calderon,NYK,11/27/2015,NYK vs. MIA,L,25,4,-16
Taj Gibson,CHI,11/27/2015,CHI @ IND,L,19,4,-8
Lance Thomas,NYK,11/27/2015,NYK vs. MIA,L,14,4,-7
Richaun Holmes,PHI,11/27/2015,PHI @ HOU,L,10,4,-4
Jeremy Lin,CHA,11/27/2015,CHA vs. CLE,L,20,7,0
Richard Jefferson,CLE,11/27/2015,CLE @ CHA,W,30,13,14
Isaiah Thomas,BOS,11/27/2015,BOS vs. WAS,W,31,21,17
Tony Parker,SAS,11/27/2015,SAS @ DEN,W,25,13,6
Jerami Grant,PHI,11/27/2015,PHI @ HOU,L,32,18,-6
Kevin Love,CLE,11/27/2015,CLE @ CHA,W,30,18,-7
Lamar Patterson,ATL,11/27/2015,ATL @ MEM,W,26,7,15
Aron Baynes,DET,11/27/2015,DET @ OKC,L,16,4,-11
Seth Curry,SAC,11/27/2015,SAC vs. MIN,L,1,2,2
Hollis Thompson,PHI,11/27/2015,PHI @ HOU,L,26,10,7
Al Jefferson,CHA,11/27/2015,CHA vs. CLE,L,31,11,0
Andre Drummond,DET,11/27/2015,DET @ OKC,L,32,15,-5
Jon Leuer,PHX,11/27/2015,PHX vs. GSW,L,11,0,-5
Tristan Thompson,CLE,11/27/2015,CLE @ CHA,W,30,7,5
Matt Barnes,MEM,11/27/2015,MEM vs. ATL,L,27,15,-16
Josh Richardson,MIA,11/27/2015,MIA @ NYK,W,2,3,1
James Harden,HOU,11/27/2015,HOU vs. PHI,W,40,50,13
Draymond Green,GSW,11/27/2015,GSW @ PHX,W,33,14,23
Serge Ibaka,OKC,11/27/2015,OKC vs. DET,W,32,14,6
Omri Casspi,SAC,11/27/2015,SAC vs. MIN,L,28,15,1
JR Smith,CLE,11/27/2015,CLE @ CHA,W,31,11,2
Gary Neal,WAS,11/27/2015,WAS @ BOS,L,18,5,-16
Hassan Whiteside,MIA,11/27/2015,MIA @ NYK,W,31,6,14
Joakim Noah,CHI,11/27/2015,CHI @ IND,L,19,0,-6
Matthew Dellavedova,CLE,11/27/2015,CLE @ CHA,W,33,7,11
Devin Booker,PHX,11/27/2015,PHX vs. GSW,L,25,6,-2
Aaron Gordon,ORL,11/27/2015,ORL vs. MIL,W,18,2,4
Kevin Martin,MIN,11/27/2015,MIN @ SAC,W,29,3,1
Kevin Durant,OKC,11/27/2015,OKC vs. DET,W,38,34,13
Kirk Hinrich,CHI,11/27/2015,CHI @ IND,L,22,11,4
Ian Mahinmi,IND,11/27/2015,IND vs. CHI,W,27,15,22
Danny Green,SAS,11/27/2015,SAS @ DEN,W,27,9,-6
