PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Paul Pierce,LAC,10/29/2015,LAC vs. DAL,W,20,6,17
Jordan Hill,IND,10/29/2015,IND vs. MEM,L,20,4,-4
Lance Thomas,NYK,10/29/2015,NYK vs. ATL,L,22,8,-4
Robin Lopez,NYK,10/29/2015,NYK vs. ATL,L,21,18,-13
Jeremy Evans,DAL,10/29/2015,DAL @ LAC,L,24,2,-16
Blake Griffin,LAC,10/29/2015,LAC vs. DAL,W,27,26,12
JaMychal Green,MEM,10/29/2015,MEM @ IND,W,13,5,-1
Chase Budinger,IND,10/29/2015,IND vs. MEM,L,13,6,1
Jose Calderon,NYK,10/29/2015,NYK vs. ATL,L,18,2,-18
Derrick Williams,NYK,10/29/2015,NYK vs. ATL,L,18,9,-2
Al Horford,ATL,10/29/2015,ATL @ NYK,W,31,21,5
Zach Randolph,MEM,10/29/2015,MEM @ IND,W,30,11,17
Courtney Lee,MEM,10/29/2015,MEM @ IND,W,29,10,9
Lamar Patterson,ATL,10/29/2015,ATL @ NYK,W,21,9,-7
CJ Miles,IND,10/29/2015,IND vs. MEM,L,21,18,1
Jamal Crawford,LAC,10/29/2015,LAC vs. DAL,W,17,15,12
Beno Udrih,MEM,10/29/2015,MEM @ IND,W,18,13,6
Edy Tavares,ATL,10/29/2015,ATL @ NYK,W,1,1,-3
Salah Mejri,DAL,10/29/2015,DAL @ LAC,L,7,0,13
Kyle Korver,ATL,10/29/2015,ATL @ NYK,W,32,15,22
Luc Mbah a Moute,LAC,10/29/2015,LAC vs. DAL,W,7,0,-8
Charlie Villanueva,DAL,10/29/2015,DAL @ LAC,L,23,7,-4
J.J. Barea,DAL,10/29/2015,DAL @ LAC,L,21,12,0
Cole Aldrich,LAC,10/29/2015,LAC vs. DAL,W,7,2,-8
Mike Conley,MEM,10/29/2015,MEM @ IND,W,30,13,3
Kyle O'Quinn,NYK,10/29/2015,NYK vs. ATL,L,22,10,9
Devin Harris,DAL,10/29/2015,DAL @ LAC,L,23,12,-2
Dwight Powell,DAL,10/29/2015,DAL @ LAC,L,19,9,-14
Carmelo Anthony,NYK,10/29/2015,NYK vs. ATL,L,32,25,-18
Kent Bazemore,ATL,10/29/2015,ATL @ NYK,W,25,5,17
DeAndre Jordan,LAC,10/29/2015,LAC vs. DAL,W,26,6,11
Brandan Wright,MEM,10/29/2015,MEM @ IND,W,15,9,-4
Paul Millsap,ATL,10/29/2015,ATL @ NYK,W,35,11,14
Jerian Grant,NYK,10/29/2015,NYK vs. ATL,L,29,5,6
Dirk Nowitzki,DAL,10/29/2015,DAL @ LAC,L,25,16,-12
Lance Stephenson,LAC,10/29/2015,LAC vs. DAL,W,21,3,7
Langston Galloway,NYK,10/29/2015,NYK vs. ATL,L,25,8,5
Lavoy Allen,IND,10/29/2015,IND vs. MEM,L,7,0,-6
JJ Redick,LAC,10/29/2015,LAC vs. DAL,W,24,12,14
Austin Rivers,LAC,10/29/2015,LAC vs. DAL,W,24,14,4
Tiago Splitter,ATL,10/29/2015,ATL @ NYK,W,23,10,8
Kristaps Porzingis,NYK,10/29/2015,NYK vs. ATL,L,26,10,-5
Marc Gasol,MEM,10/29/2015,MEM @ IND,W,33,20,13
Mike Scott,ATL,10/29/2015,ATL @ NYK,W,11,2,-3
Zaza Pachulia,DAL,10/29/2015,DAL @ LAC,L,18,4,-6
Jeff Green,MEM,10/29/2015,MEM @ IND,W,29,12,14
Chris Paul,LAC,10/29/2015,LAC vs. DAL,W,24,9,15
Wesley Johnson,LAC,10/29/2015,LAC vs. DAL,W,22,6,3
John Jenkins,DAL,10/29/2015,DAL @ LAC,L,35,17,-24
Myles Turner,IND,10/29/2015,IND vs. MEM,L,18,8,3
Rodney Stuckey,IND,10/29/2015,IND vs. MEM,L,26,9,4
Justin Holiday,ATL,10/29/2015,ATL @ NYK,W,13,2,-9
George Hill,IND,10/29/2015,IND vs. MEM,L,39,20,-3
Ian Mahinmi,IND,10/29/2015,IND vs. MEM,L,29,11,-10
Raymond Felton,DAL,10/29/2015,DAL @ LAC,L,25,4,-18
Otto Porter Jr.,WAS,10/30/2015,WAS @ MIL,W,31,6,-17
Stanley Johnson,DET,10/30/2015,DET vs. CHI,W,12,7,-4
Andre Iguodala,GSW,10/30/2015,GSW @ HOU,W,30,12,23
Kelly Olynyk,BOS,10/30/2015,BOS vs. TOR,L,17,11,1
Luol Deng,MIA,10/30/2015,MIA @ CLE,L,29,10,6
Terrence Ross,TOR,10/30/2015,TOR @ BOS,W,21,21,2
Ian Clark,GSW,10/30/2015,GSW @ HOU,W,5,2,-5
Reggie Jackson,DET,10/30/2015,DET vs. CHI,W,37,22,7
Anthony Tolliver,DET,10/30/2015,DET vs. CHI,W,30,11,2
Leandro Barbosa,GSW,10/30/2015,GSW @ HOU,W,19,5,14
Nik Stauskas,PHI,10/30/2015,PHI vs. UTA,L,21,12,-6
Joe Ingles,UTA,10/30/2015,UTA @ PHI,W,14,2,-5
Thabo Sefolosha,ATL,10/30/2015,ATL vs. CHA,W,21,4,12
Mike Miller,DEN,10/30/2015,DEN vs. MIN,L,9,0,5
Devin Booker,PHX,10/30/2015,PHX vs. POR,W,2,0,-1
Harrison Barnes,GSW,10/30/2015,GSW @ HOU,W,26,12,11
Danilo Gallinari,DEN,10/30/2015,DEN vs. MIN,L,33,10,-25
Kobe Bryant,LAL,10/30/2015,LAL @ SAC,L,22,13,-18
Montrezl Harrell,HOU,10/30/2015,HOU vs. GSW,L,21,17,-11
Kevin Martin,MIN,10/30/2015,MIN @ DEN,W,21,14,-1
Tyler Johnson,MIA,10/30/2015,MIA @ CLE,L,1,0,4
Jared Dudley,WAS,10/30/2015,WAS @ MIL,W,25,6,15
Emmanuel Mudiay,DEN,10/30/2015,DEN vs. MIN,L,27,15,-13
Tiago Splitter,ATL,10/30/2015,ATL vs. CHA,W,16,7,7
Stephen Curry,GSW,10/30/2015,GSW @ HOU,W,27,25,12
Archie Goodwin,PHX,10/30/2015,PHX vs. POR,W,2,1,-1
JaKarr Sampson,PHI,10/30/2015,PHI vs. UTA,L,20,3,-31
Trevor Ariza,HOU,10/30/2015,HOU vs. GSW,L,30,11,-16
Brandon Bass,LAL,10/30/2015,LAL @ SAC,L,20,8,-9
Brook Lopez,BKN,10/30/2015,BKN @ SAS,L,32,17,-23
Kelly Oubre Jr.,WAS,10/30/2015,WAS @ MIL,W,1,0,0
Dewayne Dedmon,ORL,10/30/2015,ORL vs. OKC,L,13,2,-5
Anthony Morrow,OKC,10/30/2015,OKC @ ORL,W,14,3,-8
Shabazz Napier,ORL,10/30/2015,ORL vs. OKC,L,0,0,0
Anthony Bennett,TOR,10/30/2015,TOR @ BOS,W,3,0,3
Pau Gasol,CHI,10/30/2015,CHI @ DET,L,32,16,-16
Gary Neal,WAS,10/30/2015,WAS @ MIL,W,22,13,8
Greivis Vasquez,MIL,10/30/2015,MIL vs. WAS,L,17,0,-10
Jon Leuer,PHX,10/30/2015,PHX vs. POR,W,15,1,5
Miles Plumlee,MIL,10/30/2015,MIL vs. WAS,L,13,4,-8
Dwyane Wade,MIA,10/30/2015,MIA @ CLE,L,30,25,4
Evan Fournier,ORL,10/30/2015,ORL vs. OKC,L,45,22,5
James Jones,CLE,10/30/2015,CLE vs. MIA,W,1,0,-4
Nerlens Noel,PHI,10/30/2015,PHI vs. UTA,L,36,8,-20
Mike Scott,ATL,10/30/2015,ATL vs. CHA,W,13,0,-4
Ryan Kelly,LAL,10/30/2015,LAL @ SAC,L,28,10,6
Shabazz Muhammad,MIN,10/30/2015,MIN @ DEN,W,16,2,1
Victor Oladipo,ORL,10/30/2015,ORL vs. OKC,L,51,21,-9
Nikola Jokic,DEN,10/30/2015,DEN vs. MIN,L,18,10,10
Joakim Noah,CHI,10/30/2015,CHI @ DET,L,17,2,2
Alec Burks,UTA,10/30/2015,UTA @ PHI,W,27,15,24
Ray McCallum,SAS,10/30/2015,SAS vs. BKN,W,6,2,5
Amar'e Stoudemire,MIA,10/30/2015,MIA @ CLE,L,12,2,-16
Bradley Beal,WAS,10/30/2015,WAS @ MIL,W,30,26,9
Steve Blake,DET,10/30/2015,DET vs. CHI,W,16,0,-3
Richaun Holmes,PHI,10/30/2015,PHI vs. UTA,L,6,1,1
David Lee,BOS,10/30/2015,BOS vs. TOR,L,17,6,-9
Hassan Whiteside,MIA,10/30/2015,MIA @ CLE,L,36,11,6
James Ennis III,MIA,10/30/2015,MIA @ CLE,L,1,0,4
T.J. McConnell,PHI,10/30/2015,PHI vs. UTA,L,26,2,-2
Wayne Ellington,BKN,10/30/2015,BKN @ SAS,L,18,3,-18
Al-Farouq Aminu,POR,10/30/2015,POR @ PHX,L,32,16,-12
Steven Adams,OKC,10/30/2015,OKC @ ORL,W,36,9,-3
Tarik Black,LAL,10/30/2015,LAL @ SAC,L,7,0,-5
Clint Capela,HOU,10/30/2015,HOU vs. GSW,L,18,7,-1
Ramon Sessions,WAS,10/30/2015,WAS @ MIL,W,26,23,16
Jerryd Bayless,MIL,10/30/2015,MIL vs. WAS,L,27,14,-11
Serge Ibaka,OKC,10/30/2015,OKC @ ORL,W,33,8,-18
Frank Kaminsky,CHA,10/30/2015,CHA @ ATL,L,14,5,8
Nemanja Bjelica,MIN,10/30/2015,MIN @ DEN,W,26,3,1
Jahlil Okafor,PHI,10/30/2015,PHI vs. UTA,L,36,10,-35
Trey Lyles,UTA,10/30/2015,UTA @ PHI,W,8,0,3
Kent Bazemore,ATL,10/30/2015,ATL vs. CHA,W,31,19,-10
Jeremy Lamb,CHA,10/30/2015,CHA @ ATL,L,15,11,-9
John Wall,WAS,10/30/2015,WAS @ MIL,W,34,19,3
Kyle Singler,OKC,10/30/2015,OKC @ ORL,W,13,3,-5
Matthew Dellavedova,CLE,10/30/2015,CLE vs. MIA,W,27,5,23
Kentavious Caldwell-Pope,DET,10/30/2015,DET vs. CHI,W,39,6,8
Jeff Teague,ATL,10/30/2015,ATL vs. CHA,W,34,14,-3
KJ McDaniels,HOU,10/30/2015,HOU vs. GSW,L,5,2,3
Pat Connaughton,POR,10/30/2015,POR @ PHX,L,3,5,1
David West,SAS,10/30/2015,SAS vs. BKN,W,14,2,-5
Kemba Walker,CHA,10/30/2015,CHA @ ATL,L,35,13,6
Trey Burke,UTA,10/30/2015,UTA @ PHI,W,27,10,14
Maurice Harkless,POR,10/30/2015,POR @ PHX,L,24,9,0
E'Twaun Moore,CHI,10/30/2015,CHI @ DET,L,18,0,-5
Andre Drummond,DET,10/30/2015,DET vs. CHI,W,39,20,12
Will Barton,DEN,10/30/2015,DEN vs. MIN,L,30,14,-5
Terrence Jones,HOU,10/30/2015,HOU vs. GSW,L,18,4,-6
Sasha Kaun,CLE,10/30/2015,CLE vs. MIA,W,1,0,-4
Chris Johnson,UTA,10/30/2015,UTA @ PHI,W,4,2,-1
Trevor Booker,UTA,10/30/2015,UTA @ PHI,W,18,2,5
Willie Cauley-Stein,SAC,10/30/2015,SAC vs. LAL,W,30,17,23
Marreese Speights,GSW,10/30/2015,GSW @ HOU,W,13,14,10
Zach LaVine,MIN,10/30/2015,MIN @ DEN,W,18,10,-4
Shane Larkin,BKN,10/30/2015,BKN @ SAS,L,16,7,1
Robert Sacre,LAL,10/30/2015,LAL @ SAC,L,4,2,3
Marco Belinelli,SAC,10/30/2015,SAC vs. LAL,W,22,6,4
Cody Zeller,CHA,10/30/2015,CHA @ ATL,L,17,5,-27
Bojan Bogdanovic,BKN,10/30/2015,BKN @ SAS,L,20,6,-2
JR Smith,CLE,10/30/2015,CLE vs. MIA,W,22,2,-3
Nikola Vucevic,ORL,10/30/2015,ORL vs. OKC,L,45,26,3
Goran Dragic,MIA,10/30/2015,MIA @ CLE,L,34,11,9
Ben McLemore,SAC,10/30/2015,SAC vs. LAL,W,25,7,25
Tobias Harris,ORL,10/30/2015,ORL vs. OKC,L,46,30,-2
Mario Chalmers,MIA,10/30/2015,MIA @ CLE,L,14,8,-19
Rajon Rondo,SAC,10/30/2015,SAC vs. LAL,W,24,21,13
Josh McRoberts,MIA,10/30/2015,MIA @ CLE,L,13,2,-17
Jarrett Jack,BKN,10/30/2015,BKN @ SAS,L,27,12,-24
Joe Harris,CLE,10/30/2015,CLE vs. MIA,W,1,3,-4
Brandon Knight,PHX,10/30/2015,PHX vs. POR,W,33,18,14
Eric Bledsoe,PHX,10/30/2015,PHX vs. POR,W,33,22,15
Erick Green,DEN,10/30/2015,DEN vs. MIN,L,2,0,-2
Derrick Favors,UTA,10/30/2015,UTA @ PHI,W,29,20,16
Eric Moreland,SAC,10/30/2015,SAC vs. LAL,W,4,2,-3
Damian Lillard,POR,10/30/2015,POR @ PHX,L,37,24,-17
Rudy Gobert,UTA,10/30/2015,UTA @ PHI,W,32,8,34
Nikola Mirotic,CHI,10/30/2015,CHI @ DET,L,39,22,2
Brandon Rush,GSW,10/30/2015,GSW @ HOU,W,6,2,-2
Patty Mills,SAS,10/30/2015,SAS vs. BKN,W,18,11,-1
Rasual Butler,SAS,10/30/2015,SAS vs. BKN,W,11,3,-1
Marcin Gortat,WAS,10/30/2015,WAS @ MIL,W,26,9,-12
Al Horford,ATL,10/30/2015,ATL vs. CHA,W,35,18,12
Reggie Bullock,DET,10/30/2015,DET vs. CHI,W,15,0,-6
Randy Foye,DEN,10/30/2015,DEN vs. MIN,L,8,0,-7
Jared Sullinger,BOS,10/30/2015,BOS vs. TOR,L,14,6,-3
Avery Bradley,BOS,10/30/2015,BOS vs. TOR,L,30,13,-11
Mirza Teletovic,PHX,10/30/2015,PHX vs. POR,W,2,0,-1
Johnny O'Bryant III,MIL,10/30/2015,MIL vs. WAS,L,28,9,4
Ed Davis,POR,10/30/2015,POR @ PHX,L,20,5,-4
Tyler Zeller,BOS,10/30/2015,BOS vs. TOR,L,16,10,-7
Nene,WAS,10/30/2015,WAS @ MIL,W,22,9,17
Klay Thompson,GSW,10/30/2015,GSW @ HOU,W,24,11,7
Manu Ginobili,SAS,10/30/2015,SAS vs. BKN,W,22,12,16
Markieff Morris,PHX,10/30/2015,PHX vs. POR,W,34,13,18
Thomas Robinson,BKN,10/30/2015,BKN @ SAS,L,15,2,3
Isaiah Thomas,BOS,10/30/2015,BOS vs. TOR,L,29,25,4
Rodney Hood,UTA,10/30/2015,UTA @ PHI,W,23,17,15
Andrea Bargnani,BKN,10/30/2015,BKN @ SAS,L,16,5,-8
Tony Parker,SAS,10/30/2015,SAS vs. BKN,W,24,10,23
Al Jefferson,CHA,10/30/2015,CHA @ ATL,L,30,10,7
Nicolas Batum,CHA,10/30/2015,CHA @ ATL,L,33,14,6
Kris Humphries,WAS,10/30/2015,WAS @ MIL,W,14,5,-15
Kevin Love,CLE,10/30/2015,CLE vs. MIA,W,33,24,3
Tibor Pleiss,UTA,10/30/2015,UTA @ PHI,W,2,2,-2
Shaun Livingston,GSW,10/30/2015,GSW @ HOU,W,20,4,11
James Johnson,TOR,10/30/2015,TOR @ BOS,W,8,0,4
Lamar Patterson,ATL,10/30/2015,ATL vs. CHA,W,21,3,3
Russell Westbrook,OKC,10/30/2015,OKC @ ORL,W,48,48,2
DeMarre Carroll,TOR,10/30/2015,TOR @ BOS,W,35,21,-1
Jonas Valanciunas,TOR,10/30/2015,TOR @ BOS,W,23,6,6
Khris Middleton,MIL,10/30/2015,MIL vs. WAS,L,39,18,1
Corey Brewer,HOU,10/30/2015,HOU vs. GSW,L,29,11,-11
Taj Gibson,CHI,10/30/2015,CHI @ DET,L,20,8,1
Tyson Chandler,PHX,10/30/2015,PHX vs. POR,W,26,15,14
CJ McCollum,POR,10/30/2015,POR @ PHX,L,33,16,-18
Thaddeus Young,BKN,10/30/2015,BKN @ SAS,L,28,9,-24
Paul Millsap,ATL,10/30/2015,ATL vs. CHA,W,37,18,1
Rudy Gay,SAC,10/30/2015,SAC vs. LAL,W,31,19,30
Spencer Hawes,CHA,10/30/2015,CHA @ ATL,L,18,8,-9
Festus Ezeli,GSW,10/30/2015,GSW @ HOU,W,25,9,15
LaMarcus Aldridge,SAS,10/30/2015,SAS vs. BKN,W,30,10,28
Elijah Millsap,UTA,10/30/2015,UTA @ PHI,W,5,2,7
Jared Cunningham,CLE,10/30/2015,CLE vs. MIA,W,9,4,2
Kyle Anderson,SAS,10/30/2015,SAS vs. BKN,W,11,0,3
Roy Hibbert,LAL,10/30/2015,LAL @ SAC,L,21,10,-4
Cory Joseph,TOR,10/30/2015,TOR @ BOS,W,18,7,1
Tayshaun Prince,MIN,10/30/2015,MIN @ DEN,W,29,2,22
Kawhi Leonard,SAS,10/30/2015,SAS vs. BKN,W,26,16,16
Aaron Gordon,ORL,10/30/2015,ORL vs. OKC,L,18,15,-6
Luis Scola,TOR,10/30/2015,TOR @ BOS,W,22,9,11
Patrick Patterson,TOR,10/30/2015,TOR @ BOS,W,25,8,2
Lou Williams,LAL,10/30/2015,LAL @ SAC,L,26,8,-2
Derrick Rose,CHI,10/30/2015,CHI @ DET,L,34,8,-14
Doug McDermott,CHI,10/30/2015,CHI @ DET,L,15,6,4
Jae Crowder,BOS,10/30/2015,BOS vs. TOR,L,34,7,-7
Mason Plumlee,POR,10/30/2015,POR @ PHX,L,26,15,-15
Ty Lawson,HOU,10/30/2015,HOU vs. GSW,L,36,11,-11
Boban Marjanovic,SAS,10/30/2015,SAS vs. BKN,W,5,6,4
Alex Len,PHX,10/30/2015,PHX vs. POR,W,19,10,0
Damien Inglis,MIL,10/30/2015,MIL vs. WAS,L,3,0,-7
James Michael McAdoo,GSW,10/30/2015,GSW @ HOU,W,7,3,-8
Draymond Green,GSW,10/30/2015,GSW @ HOU,W,31,9,15
James Anderson,SAC,10/30/2015,SAC vs. LAL,W,4,3,-5
Jeremy Lin,CHA,10/30/2015,CHA @ ATL,L,27,12,3
Omri Casspi,SAC,10/30/2015,SAC vs. LAL,W,22,12,-4
Jameer Nelson,DEN,10/30/2015,DEN vs. MIN,L,26,3,2
Tristan Thompson,CLE,10/30/2015,CLE vs. MIA,W,26,13,14
Darrell Arthur,DEN,10/30/2015,DEN vs. MIN,L,26,3,-6
Danny Green,SAS,10/30/2015,SAS vs. BKN,W,27,8,20
Julius Randle,LAL,10/30/2015,LAL @ SAC,L,16,3,-27
Joffrey Lauvergne,DEN,10/30/2015,DEN vs. MIN,L,16,10,-5
Darren Collison,SAC,10/30/2015,SAC vs. LAL,W,24,14,-4
Mario Hezonja,ORL,10/30/2015,ORL vs. OKC,L,14,3,4
Boris Diaw,SAS,10/30/2015,SAS vs. BKN,W,19,7,1
Christian Wood,PHI,10/30/2015,PHI vs. UTA,L,5,3,-5
Chris Bosh,MIA,10/30/2015,MIA @ CLE,L,33,16,3
Karl-Anthony Towns,MIN,10/30/2015,MIN @ DEN,W,33,28,15
Dennis Schroder,ATL,10/30/2015,ATL vs. CHA,W,33,14,-3
Andrew Wiggins,MIN,10/30/2015,MIN @ DEN,W,31,18,14
Ricky Rubio,MIN,10/30/2015,MIN @ DEN,W,30,12,21
Marcus Morris,DET,10/30/2015,DET vs. CHI,W,42,26,6
Rondae Hollis-Jefferson,BKN,10/30/2015,BKN @ SAS,L,26,10,0
Michael Carter-Williams,MIL,10/30/2015,MIL vs. WAS,L,36,13,7
D.J. Augustin,OKC,10/30/2015,OKC @ ORL,W,28,12,24
Marvin Williams,CHA,10/30/2015,CHA @ ATL,L,36,13,6
Drew Gooden,WAS,10/30/2015,WAS @ MIL,W,8,2,5
Aron Baynes,DET,10/30/2015,DET vs. CHI,W,14,4,-8
Jason Thompson,GSW,10/30/2015,GSW @ HOU,W,6,4,-3
Kyle Lowry,TOR,10/30/2015,TOR @ BOS,W,34,14,3
C.J. Watson,ORL,10/30/2015,ORL vs. OKC,L,21,3,2
Jordan Clarkson,LAL,10/30/2015,LAL @ SAC,L,29,22,-16
Mo Williams,CLE,10/30/2015,CLE vs. MIA,W,26,6,-4
Sergey Karasev,BKN,10/30/2015,BKN @ SAS,L,2,2,0
Elfrid Payton,ORL,10/30/2015,ORL vs. OKC,L,37,14,-7
Greg Monroe,MIL,10/30/2015,MIL vs. WAS,L,35,22,3
Ersan Ilyasova,DET,10/30/2015,DET vs. CHI,W,22,2,6
Jerami Grant,PHI,10/30/2015,PHI vs. UTA,L,25,12,-1
Dwight Howard,HOU,10/30/2015,HOU vs. GSW,L,22,9,-16
Amir Johnson,BOS,10/30/2015,BOS vs. TOR,L,19,11,0
Allen Crabbe,POR,10/30/2015,POR @ PHX,L,23,0,-9
Raul Neto,UTA,10/30/2015,UTA @ PHI,W,21,7,14
Bismack Biyombo,TOR,10/30/2015,TOR @ BOS,W,16,4,6
Kevin Durant,OKC,10/30/2015,OKC @ ORL,W,54,43,3
Markel Brown,BKN,10/30/2015,BKN @ SAS,L,8,0,-14
Timofey Mozgov,CLE,10/30/2015,CLE vs. MIA,W,18,9,0
Noah Vonleh,POR,10/30/2015,POR @ PHX,L,21,2,-5
Tim Frazier,POR,10/30/2015,POR @ PHX,L,2,0,1
Kenneth Faried,DEN,10/30/2015,DEN vs. MIN,L,27,9,-24
D'Angelo Russell,LAL,10/30/2015,LAL @ SAC,L,23,13,-13
Isaiah Canaan,PHI,10/30/2015,PHI vs. UTA,L,31,10,-16
Tony Snell,CHI,10/30/2015,CHI @ DET,L,30,4,-2
Marcus Smart,BOS,10/30/2015,BOS vs. TOR,L,28,6,-6
Jonas Jerebko,BOS,10/30/2015,BOS vs. TOR,L,8,2,-6
Joe Johnson,BKN,10/30/2015,BKN @ SAS,L,25,2,-22
Anderson Varejao,CLE,10/30/2015,CLE vs. MIA,W,16,2,11
TJ Warren,PHX,10/30/2015,PHX vs. POR,W,22,17,6
Gerald Green,MIA,10/30/2015,MIA @ CLE,L,16,5,-18
Enes Kanter,OKC,10/30/2015,OKC @ ORL,W,18,10,9
Gordon Hayward,UTA,10/30/2015,UTA @ PHI,W,31,12,16
Sonny Weems,PHX,10/30/2015,PHX vs. POR,W,17,3,1
Hollis Thompson,PHI,10/30/2015,PHI vs. UTA,L,32,10,-25
Kevin Garnett,MIN,10/30/2015,MIN @ DEN,W,22,4,16
PJ Tucker,PHX,10/30/2015,PHX vs. POR,W,24,4,13
Evan Turner,BOS,10/30/2015,BOS vs. TOR,L,28,6,-6
Justise Winslow,MIA,10/30/2015,MIA @ CLE,L,19,2,-16
DeMar DeRozan,TOR,10/30/2015,TOR @ BOS,W,35,23,13
Gorgui Dieng,MIN,10/30/2015,MIN @ DEN,W,13,2,0
James Harden,HOU,10/30/2015,HOU vs. GSW,L,37,16,-22
Nick Young,LAL,10/30/2015,LAL @ SAC,L,22,17,-3
Aaron Brooks,CHI,10/30/2015,CHI @ DET,L,18,5,10
Chris Copeland,MIL,10/30/2015,MIL vs. WAS,L,9,6,6
Seth Curry,SAC,10/30/2015,SAC vs. LAL,W,4,2,-3
LeBron James,CLE,10/30/2015,CLE vs. MIA,W,34,29,7
Meyers Leonard,POR,10/30/2015,POR @ PHX,L,18,0,-13
Marcelo Huertas,LAL,10/30/2015,LAL @ SAC,L,18,3,-5
Luis Montero,POR,10/30/2015,POR @ PHX,L,2,0,1
Jimmy Butler,CHI,10/30/2015,CHI @ DET,L,42,23,-2
DeMarcus Cousins,SAC,10/30/2015,SAC vs. LAL,W,28,21,17
Anthony Brown,LAL,10/30/2015,LAL @ SAC,L,4,5,3
Gary Harris,DEN,10/30/2015,DEN vs. MIN,L,18,4,-15
Donald Sloan,BKN,10/30/2015,BKN @ SAS,L,5,0,-4
Sam Dekker,HOU,10/30/2015,HOU vs. GSW,L,5,0,3
Dion Waiters,OKC,10/30/2015,OKC @ ORL,W,29,3,24
Richard Jefferson,CLE,10/30/2015,CLE vs. MIA,W,24,5,9
Garrett Temple,WAS,10/30/2015,WAS @ MIL,W,0,0,-4
Andre Roberson,OKC,10/30/2015,OKC @ ORL,W,19,0,-13
PJ Hairston,CHA,10/30/2015,CHA @ ATL,L,17,3,-6
Patrick Beverley,HOU,10/30/2015,HOU vs. GSW,L,21,4,-12
Giannis Antetokounmpo,MIL,10/30/2015,MIL vs. WAS,L,34,27,-10
Kosta Koufos,SAC,10/30/2015,SAC vs. LAL,W,21,8,-3
Tim Duncan,SAS,10/30/2015,SAS vs. BKN,W,29,15,26
Ronnie Price,PHX,10/30/2015,PHX vs. POR,W,11,6,7
Brook Lopez,BKN,10/31/2015,BKN @ MEM,L,28,12,-2
Marreese Speights,GSW,10/31/2015,GSW @ NOP,W,14,5,-1
Bojan Bogdanovic,BKN,10/31/2015,BKN @ MEM,L,34,19,0
Thomas Robinson,BKN,10/31/2015,BKN @ MEM,L,15,8,-1
Brandon Rush,GSW,10/31/2015,GSW @ NOP,W,11,5,1
Blake Griffin,LAC,10/31/2015,LAC vs. SAC,W,36,37,23
Wesley Johnson,LAC,10/31/2015,LAC vs. SAC,W,11,0,-13
Lance Thomas,NYK,10/31/2015,NYK @ WAS,W,26,12,0
Sonny Weems,PHX,10/31/2015,PHX @ POR,W,6,0,0
Otto Porter Jr.,WAS,10/31/2015,WAS vs. NYK,L,35,16,-10
Mike Conley,MEM,10/31/2015,MEM vs. BKN,W,32,22,6
Harrison Barnes,GSW,10/31/2015,GSW @ NOP,W,32,11,11
Alex Len,PHX,10/31/2015,PHX @ POR,W,13,2,5
Beno Udrih,MEM,10/31/2015,MEM vs. BKN,W,15,8,4
Jamal Crawford,LAC,10/31/2015,LAC vs. SAC,W,23,10,-11
Rudy Gobert,UTA,10/31/2015,UTA @ IND,W,31,9,9
Chase Budinger,IND,10/31/2015,IND vs. UTA,L,14,3,-2
Derrick Williams,NYK,10/31/2015,NYK @ WAS,W,15,7,2
Ian Clark,GSW,10/31/2015,GSW @ NOP,W,1,0,1
Ian Mahinmi,IND,10/31/2015,IND vs. UTA,L,23,6,-12
John Wall,WAS,10/31/2015,WAS vs. NYK,L,36,25,-9
Monta Ellis,IND,10/31/2015,IND vs. UTA,L,32,12,-13
Rajon Rondo,SAC,10/31/2015,SAC @ LAC,L,33,21,-3
Markel Brown,BKN,10/31/2015,BKN @ MEM,L,14,2,-10
Al-Farouq Aminu,POR,10/31/2015,POR vs. PHX,L,34,16,-10
Austin Rivers,LAC,10/31/2015,LAC vs. SAC,W,12,0,-17
Maurice Harkless,POR,10/31/2015,POR vs. PHX,L,28,7,8
JJ Redick,LAC,10/31/2015,LAC vs. SAC,W,33,23,15
Darren Collison,SAC,10/31/2015,SAC @ LAC,L,35,15,-4
Carmelo Anthony,NYK,10/31/2015,NYK @ WAS,W,36,37,6
Mason Plumlee,POR,10/31/2015,POR vs. PHX,L,27,8,-4
DeAndre Jordan,LAC,10/31/2015,LAC vs. SAC,W,36,15,24
Caron Butler,SAC,10/31/2015,SAC @ LAC,L,14,4,-3
Shaun Livingston,GSW,10/31/2015,GSW @ NOP,W,22,2,4
Stephen Curry,GSW,10/31/2015,GSW @ NOP,W,36,53,16
Rodney Stuckey,IND,10/31/2015,IND vs. UTA,L,23,4,-5
Matt Barnes,MEM,10/31/2015,MEM vs. BKN,W,16,4,5
CJ Miles,IND,10/31/2015,IND vs. UTA,L,26,5,-9
Kristaps Porzingis,NYK,10/31/2015,NYK @ WAS,W,21,8,10
Marcin Gortat,WAS,10/31/2015,WAS vs. NYK,L,26,9,-12
DeJuan Blair,WAS,10/31/2015,WAS vs. NYK,L,4,0,3
Willie Cauley-Stein,SAC,10/31/2015,SAC @ LAC,L,23,8,4
Sasha Vujacic,NYK,10/31/2015,NYK @ WAS,W,26,4,6
Raul Neto,UTA,10/31/2015,UTA @ IND,W,20,0,17
Leandro Barbosa,GSW,10/31/2015,GSW @ NOP,W,12,9,-7
Brandan Wright,MEM,10/31/2015,MEM vs. BKN,W,16,6,-4
